Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q98878	DLX4B_DANRE	reviewed	254	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]
Q49HM9	GRK7A_DANRE	reviewed	549	ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703]; photoreceptor activity [GO:0009881]; rhodopsin kinase activity [GO:0050254]
Q7ZU99	TERA_DANRE	reviewed	806	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; lipid binding [GO:0008289]; polyubiquitin modification-dependent protein binding [GO:0031593]
Q9W7R3	TEN4_DANRE	reviewed	2824	catalytic activity [GO:0003824]; cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q5BJI7	SMY2A_DANRE	reviewed	435	histone-lysine N-methyltransferase activity [GO:0018024]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; metal ion binding [GO:0046872]; protein-lysine N-methyltransferase activity [GO:0016279]; RNA polymerase II complex binding [GO:0000993]
Q5BJC1	SPTSA_DANRE	reviewed	68	
Q7T006	TELO2_DANRE	reviewed	822	Hsp90 protein binding [GO:0051879]; telomeric DNA binding [GO:0042162]
Q6PBV4	RWDD3_DANRE	reviewed	257	
Q9W7J1	SE3AA_DANRE	reviewed	860	chemorepellent activity [GO:0045499]; semaphorin receptor binding [GO:0030215]
Q6PHD9	SBP1_DANRE	reviewed	457	methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]
Q5TZ66	SN25A_DANRE	reviewed	204	SNAP receptor activity [GO:0005484]; syntaxin-1 binding [GO:0017075]; syntaxin binding [GO:0019905]; voltage-gated potassium channel activity [GO:0005249]
Q5U3V9	SNF8_DANRE	reviewed	258	
Q6NV25	SMO3L_DANRE	reviewed	94	
Q0P4A6	TSSC4_DANRE	reviewed	306	
Q7ZVL2	WDR24_DANRE	reviewed	779	
Q7ZV79	UCK2B_DANRE	reviewed	261	ATP binding [GO:0005524]; kinase activity [GO:0016301]; uridine kinase activity [GO:0004849]
Q66I21	AL8A1_DANRE	reviewed	487	aminomuconate-semialdehyde dehydrogenase activity [GO:0047102]
Q4V8Z3	CEP19_DANRE	reviewed	161	
Q08CF3	CCD61_DANRE	reviewed	511	
Q6IQE5	ASNA_DANRE	reviewed	341	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]
Q5TYM7	CAIAP_DANRE	reviewed	744	
Q5XFY4	BCL7A_DANRE	reviewed	201	
Q68EK2	CALRL_DANRE	reviewed	470	calcitonin receptor activity [GO:0004948]
Q7ZW25	CHM2A_DANRE	reviewed	220	
Q502H1	AAMDC_DANRE	reviewed	122	
Q6NWK2	AP2MA_DANRE	reviewed	436	lipid binding [GO:0008289]
Q7ZW98	AP2MB_DANRE	reviewed	436	lipid binding [GO:0008289]
Q6NUW5	AN32E_DANRE	reviewed	250	histone binding [GO:0042393]
Q9I9H8	APAF_DANRE	reviewed	1261	ADP binding [GO:0043531]; ATP binding [GO:0005524]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]
Q805E5	CHSTE_DANRE	reviewed	367	N-acetylgalactosamine 4-O-sulfotransferase activity [GO:0001537]; sulfotransferase activity [GO:0008146]
Q7T3S3	CHSTB_DANRE	reviewed	352	chondroitin 4-sulfotransferase activity [GO:0047756]; sulfotransferase activity [GO:0008146]
Q5U3N7	CHUR_DANRE	reviewed	112	zinc ion binding [GO:0008270]
Q3B736	ATGA1_DANRE	reviewed	218	
Q8JHE9	APH1B_DANRE	reviewed	258	endopeptidase activity [GO:0004175]
O42363	APOA1_DANRE	reviewed	262	cholesterol binding [GO:0015485]; phosphatidylcholine-sterol O-acyltransferase activator activity [GO:0060228]; phospholipid binding [GO:0005543]
O42364	APOEB_DANRE	reviewed	281	heparan sulfate proteoglycan binding [GO:0043395]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; low-density lipoprotein particle receptor binding [GO:0050750]
Q5U3U3	CPT2_DANRE	reviewed	669	carnitine O-palmitoyltransferase activity [GO:0004095]
Q1LV50	CENPP_DANRE	reviewed	282	
Q6IQE9	ALKB6_DANRE	reviewed	234	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
Q7T312	CCD25_DANRE	reviewed	207	
Q67FY3	BCL9L_DANRE	reviewed	1530	beta-catenin binding [GO:0008013]; transcription coactivator activity [GO:0003713]
Q6DHP1	CLD7A_DANRE	reviewed	212	structural molecule activity [GO:0005198]
A8WIP6	CDK20_DANRE	reviewed	344	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]
Q8JFW4	ADAT3_DANRE	reviewed	336	metal ion binding [GO:0046872]; tRNA-specific adenosine-34 deaminase activity [GO:0052717]
Q91398	CSK2B_DANRE	reviewed	215	metal ion binding [GO:0046872]; protein kinase regulator activity [GO:0019887]
A3KNL5	ATF1A_DANRE	reviewed	105	ATPase binding [GO:0051117]; ATPase inhibitor activity [GO:0042030]; protein homodimerization activity [GO:0042803]
Q6NW59	ATF4_DANRE	reviewed	339	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q7ZVC4	CHM4B_DANRE	reviewed	220	
Q6IQ73	CHM4C_DANRE	reviewed	224	
Q7T339	CHMP5_DANRE	reviewed	220	
Q6PBQ2	CHMP7_DANRE	reviewed	457	
Q6P2U9	CSN3_DANRE	reviewed	423	
Q7ZW02	CHPT1_DANRE	reviewed	382	diacylglycerol cholinephosphotransferase activity [GO:0004142]; metal ion binding [GO:0046872]; phosphotransferase activity, for other substituted phosphate groups [GO:0016780]
Q5RJ20	AP2D_DANRE	reviewed	450	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q7T3F7	CHRD1_DANRE	reviewed	341	zinc ion binding [GO:0008270]
A3KNX5	BHA09_DANRE	reviewed	271	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q6PFS7	ATG3_DANRE	reviewed	317	Atg12 transferase activity [GO:0019777]; Atg8 ligase activity [GO:0019776]
Q6DG88	ATG4B_DANRE	reviewed	394	cysteine-type endopeptidase activity [GO:0004197]
Q7ZUP0	AN32A_DANRE	reviewed	254	histone binding [GO:0042393]
Q98TT6	4EB3L_DANRE	reviewed	112	eukaryotic initiation factor 4E binding [GO:0008190]
Q6DBY9	CHST1_DANRE	reviewed	420	keratan sulfotransferase activity [GO:0045130]; N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]
A0JMK8	BICL2_DANRE	reviewed	414	Rab GTPase binding [GO:0017137]
Q6DBQ8	CPTP_DANRE	reviewed	211	ceramide 1-phosphate binding [GO:1902387]; ceramide 1-phosphate transfer activity [GO:1902388]; lipid binding [GO:0008289]; phospholipid binding [GO:0005543]
Q567E6	CQ10B_DANRE	reviewed	238	ubiquinone binding [GO:0048039]
Q1MTD4	CR19A_DANRE	reviewed	242	
Q8JG69	AA2DB_DANRE	reviewed	415	adrenergic receptor activity [GO:0004935]; alpha2-adrenergic receptor activity [GO:0004938]
P58368	ANKHB_DANRE	reviewed	501	inorganic diphosphate transmembrane transporter activity [GO:0030504]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transporter activity [GO:0015114]
Q4KMC8	ALDCA_DANRE	reviewed	364	fructose-bisphosphate aldolase activity [GO:0004332]
A7E2V1	CEP76_DANRE	reviewed	662	
Q7ZVW9	ARGLB_DANRE	reviewed	269	
A4FUN9	CAHM5_DANRE	reviewed	310	cation channel activity [GO:0005261]
Q7SY09	AGRL4_DANRE	reviewed	727	calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]
Q7SY54	AT2L1_DANRE	reviewed	492	ethanolamine-phosphate phospho-lyase activity [GO:0050459]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]
Q6IQP3	CALUA_DANRE	reviewed	315	calcium ion binding [GO:0005509]
Q7SXV9	CALUB_DANRE	reviewed	315	calcium ion binding [GO:0005509]
Q501S4	CSKMT_DANRE	reviewed	254	lysine N-methyltransferase activity [GO:0016278]; protein-lysine N-methyltransferase activity [GO:0016279]
Q6PHF0	CHM1A_DANRE	reviewed	198	
Q7ZVB1	CHM1B_DANRE	reviewed	199	
Q6NXD2	CHM2B_DANRE	reviewed	214	
Q503V0	CHMP6_DANRE	reviewed	206	
Q6IQT4	CSN2_DANRE	reviewed	443	transcription corepressor activity [GO:0003714]
Q6P0H6	CSN4_DANRE	reviewed	406	
Q6DHU1	CLP1L_DANRE	reviewed	538	
E7F3I6	CLP1_DANRE	reviewed	443	ATP binding [GO:0005524]; ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity [GO:0051736]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]
Q7ZUZ0	CSN8_DANRE	reviewed	191	
Q6P0E7	AP2E_DANRE	reviewed	423	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q7ZVZ7	AB17C_DANRE	reviewed	294	palmitoyl-(protein) hydrolase activity [GO:0008474]
P0CF95	BICL1_DANRE	reviewed	569	dynactin binding [GO:0034452]; Rab GTPase binding [GO:0017137]
B0UXH9	CI116_DANRE	reviewed	137	
F1QY75	APC15_DANRE	reviewed	121	
Q6P0D9	CIAO1_DANRE	reviewed	330	
Q6GML1	CMAH_DANRE	reviewed	591	2 iron, 2 sulfur cluster binding [GO:0051537]; CMP-N-acetylneuraminate monooxygenase activity [GO:0030338]; metal ion binding [GO:0046872]
Q5SPP5	EFR3B_DANRE	reviewed	816	
Q5U3W0	CPPED_DANRE	reviewed	309	metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]
Q7T356	143BB_DANRE	reviewed	242	protein domain specific binding [GO:0019904]
A8KB34	ACY2_DANRE	reviewed	315	aspartoacylase activity [GO:0019807]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]
Q5XTN8	CRGNA_DANRE	reviewed	183	structural constituent of eye lens [GO:0005212]
Q7ZWB7	BBS5_DANRE	reviewed	342	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q6TGV7	ABRAL_DANRE	reviewed	81	
Q68EH8	FAD1_DANRE	reviewed	497	ATP binding [GO:0005524]; FMN adenylyltransferase activity [GO:0003919]
P0CAX4	AUGNB_DANRE	reviewed	144	
A0A2R8Q3S9	CLCC1_DANRE	reviewed	609	
Q4V9P6	ADAL_DANRE	reviewed	348	adenosine deaminase activity [GO:0004000]; metal ion binding [GO:0046872]
Q9YH92	CLD7B_DANRE	reviewed	215	structural molecule activity [GO:0005198]
Q9YH91	CLDY_DANRE	reviewed	208	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
Q9YH90	CLDZ_DANRE	reviewed	209	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
Q6DG22	ADA_DANRE	reviewed	359	adenosine deaminase activity [GO:0004000]; zinc ion binding [GO:0008270]
Q7ZV60	BCS1_DANRE	reviewed	420	ATP binding [GO:0005524]
Q7ZZ25	ATD1A_DANRE	reviewed	380	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q7SYK0	CHID1_DANRE	reviewed	391	chitin binding [GO:0008061]; oligosaccharide binding [GO:0070492]
Q6TH15	EIF3D_DANRE	reviewed	552	mRNA cap binding [GO:0098808]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
D2CLZ9	ATOH8_DANRE	reviewed	266	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
A5D6U8	ACP7_DANRE	reviewed	443	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]
Q66JN8	CPLN2_DANRE	reviewed	252	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
Q7ZVS8	CMTR2_DANRE	reviewed	743	mRNA (nucleoside-2'-O-)-methyltransferase activity [GO:0004483]
Q5CZQ0	CR19B_DANRE	reviewed	280	
Q08BM8	CNOT7_DANRE	reviewed	286	3'-5'-exoribonuclease activity [GO:0000175]; exoribonuclease activity [GO:0004532]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; RNA binding [GO:0003723]
Q1L8Y6	BBIP1_DANRE	reviewed	72	
Q8JG70	AA2DA_DANRE	reviewed	408	adrenergic receptor activity [GO:0004935]; alpha2-adrenergic receptor activity [GO:0004938]
Q5U3F8	3HAO_DANRE	reviewed	287	3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; ferrous iron binding [GO:0008198]
Q2WG78	DSCR6_DANRE	reviewed	110	
Q1JPY5	CYP51_DANRE	reviewed	499	heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; sterol 14-demethylase activity [GO:0008398]
Q66HV4	COPB_DANRE	reviewed	953	structural molecule activity [GO:0005198]
Q8JH71	ALDOB_DANRE	reviewed	364	fructose-1-phosphate aldolase activity [GO:0061609]; fructose-bisphosphate aldolase activity [GO:0004332]
O93375	COE2_DANRE	reviewed	579	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]
A9C3N6	CSTOS_DANRE	reviewed	236	
Q4TTN8	APEL_DANRE	reviewed	77	apelin receptor binding [GO:0031704]; hormone activity [GO:0005179]
C7DZK3	CRA1A_DANRE	reviewed	1783	extracellular matrix structural constituent [GO:0005201]; metal ion binding [GO:0046872]
Q802W2	A9A1B_DANRE	reviewed	518	4-trimethylammoniobutyraldehyde dehydrogenase activity [GO:0047105]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aminobutyraldehyde dehydrogenase activity [GO:0019145]; glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity [GO:0043878]
Q561X9	BDH2_DANRE	reviewed	245	3-hydroxybutyrate dehydrogenase activity [GO:0003858]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q7SYN4	5NT3_DANRE	reviewed	286	5'-nucleotidase activity [GO:0008253]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166]; phosphatase activity [GO:0016791]; transferase activity [GO:0016740]
Q9W747	DRL_DANRE	reviewed	411	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
Q5BL28	DS7CB_DANRE	reviewed	318	oxidoreductase activity [GO:0016491]
Q6NV34	DECR2_DANRE	reviewed	300	2,4-dienoyl-CoA reductase (NADPH) activity [GO:0008670]
A7E2M3	EMC10_DANRE	reviewed	257	
Q7T3E6	BMI1B_DANRE	reviewed	324	metal ion binding [GO:0046872]; promoter-specific chromatin binding [GO:1990841]
Q32LR5	ASHWN_DANRE	reviewed	227	
E7F568	COBL_DANRE	reviewed	1343	actin monomer binding [GO:0003785]
Q9PT92	CATA_DANRE	reviewed	526	catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
P0C8Y3	CI016_DANRE	reviewed	99	
Q7T2A3	DDA1_DANRE	reviewed	104	
Q7T326	CISD2_DANRE	reviewed	135	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
Q7SXN4	CPEB4_DANRE	reviewed	635	mRNA 3'-UTR binding [GO:0003730]; ribosome binding [GO:0043022]; translation factor activity, RNA binding [GO:0008135]; translation repressor activity, mRNA regulatory element binding [GO:0000900]
Q7ZVI7	ACTB1_DANRE	reviewed	375	ATP binding [GO:0005524]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]
Q68EL2	DTD2_DANRE	reviewed	160	Ala-tRNA(Thr) hydrolase activity [GO:0106105]; aminoacyl-tRNA editing activity [GO:0002161]; D-tyrosyl-tRNA(Tyr) deacylase activity [GO:0051500]; tRNA binding [GO:0000049]
Q05159	EGR2B_DANRE	reviewed	412	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]
Q4QRJ7	EIF2A_DANRE	reviewed	580	ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; tRNA binding [GO:0000049]
Q803P1	EI3JB_DANRE	reviewed	263	translation initiation factor activity [GO:0003743]
Q8JIR0	BMI1A_DANRE	reviewed	320	metal ion binding [GO:0046872]; promoter-specific chromatin binding [GO:1990841]
F4ZGF2	COMTA_DANRE	reviewed	256	catechol O-methyltransferase activity [GO:0016206]; L-dopa O-methyltransferase activity [GO:0102084]; magnesium ion binding [GO:0000287]; O-methyltransferase activity [GO:0008171]; orcinol O-methyltransferase activity [GO:0102938]
A8E7D2	BN3D2_DANRE	reviewed	254	O-methyltransferase activity [GO:0008171]; RNA methyltransferase activity [GO:0008173]
Q7ZYX1	AKTIP_DANRE	reviewed	293	ubiquitin conjugating enzyme activity [GO:0061631]
Q7ZZC6	CENPM_DANRE	reviewed	186	
Q8JH70	ALDCB_DANRE	reviewed	363	fructose-bisphosphate aldolase activity [GO:0004332]
Q6NY64	2ABD_DANRE	reviewed	447	protein phosphatase regulator activity [GO:0019888]
Q90WY4	ADA2A_DANRE	reviewed	388	adrenergic receptor activity [GO:0004935]; alpha2-adrenergic receptor activity [GO:0004938]
Q1LU93	ABITM_DANRE	reviewed	177	
Q4V8U5	ANO10_DANRE	reviewed	646	
Q0P424	ELP6_DANRE	reviewed	264	
Q90413	FGFR4_DANRE	reviewed	922	ATP binding [GO:0005524]; fibroblast growth factor-activated receptor activity [GO:0005007]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]
O42182	FBLN1_DANRE	reviewed	681	calcium ion binding [GO:0005509]; peptidase activator activity [GO:0016504]
E7F1U2	DNMBP_DANRE	reviewed	1673	Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q66I84	DCC1_DANRE	reviewed	391	DNA binding [GO:0003677]
Q7SX99	FUMH_DANRE	reviewed	509	fumarate hydratase activity [GO:0004333]
Q6NZ03	FBSP1_DANRE	reviewed	291	
Q5PYH7	DLG2_DANRE	reviewed	881	
A9LMC0	DPF3_DANRE	reviewed	391	histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; zinc ion binding [GO:0008270]
Q1ECZ4	CASC3_DANRE	reviewed	754	RNA binding [GO:0003723]
A3KPK0	AGO3_DANRE	reviewed	860	endoribonuclease activity [GO:0004521]; endoribonuclease activity, cleaving miRNA-paired mRNA [GO:0090624]; metal ion binding [GO:0046872]; miRNA binding [GO:0035198]
P58781	ADA2_DANRE	reviewed	503	adenosine deaminase activity [GO:0004000]; adenosine receptor binding [GO:0031685]; proteoglycan binding [GO:0043394]; zinc ion binding [GO:0008270]
Q6PFT9	AB1IP_DANRE	reviewed	646	
Q1LWE6	BI2L2_DANRE	reviewed	516	lipid binding [GO:0008289]
Q6DRD9	ABHDB_DANRE	reviewed	317	hydrolase activity [GO:0016787]
Q5U3Q6	CIP4_DANRE	reviewed	542	lipid binding [GO:0008289]
A0JMD0	CLU_DANRE	reviewed	1400	mRNA binding [GO:0003729]
Q6DEL2	CLPT1_DANRE	reviewed	631	
Q5PRC0	CH25H_DANRE	reviewed	251	C-4 methylsterol oxidase activity [GO:0000254]; cholesterol 25-hydroxylase activity [GO:0001567]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; steroid hydroxylase activity [GO:0008395]
A1L224	CR3L2_DANRE	reviewed	519	cAMP response element binding [GO:0035497]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]
Q7ZVF9	ACTB2_DANRE	reviewed	375	ATP binding [GO:0005524]; structural constituent of postsynaptic actin cytoskeleton [GO:0098973]
Q5TYV0	EMC7_DANRE	reviewed	237	carbohydrate binding [GO:0030246]
Q6DH69	FAH2A_DANRE	reviewed	532	anandamide amidohydrolase activity [GO:0103073]; oleamide hydrolase activity [GO:0102077]
Q7ZW24	ALG11_DANRE	reviewed	500	GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0004377]
H0WFA5	BUCKY_DANRE	reviewed	639	
P0CK98	CCD39_DANRE	reviewed	947	
Q6DGQ4	CP087_DANRE	reviewed	152	
Q8JHH5	CA109_DANRE	reviewed	202	
B0V3H4	CS054_DANRE	reviewed	307	
A3KNM4	CS067_DANRE	reviewed	344	
Q6B3P0	CDHR1_DANRE	reviewed	857	calcium ion binding [GO:0005509]
Q5RG45	CP135_DANRE	reviewed	1164	
Q7T3C6	CPSF5_DANRE	reviewed	228	AU-rich element binding [GO:0017091]; hydrolase activity [GO:0016787]; identical protein binding [GO:0042802]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]
Q503V3	CL049_DANRE	reviewed	199	
Q7T3S5	B3G5A_DANRE	reviewed	379	acetylgalactosaminyltransferase activity [GO:0008376]; acetylglucosaminyltransferase activity [GO:0008375]; galactosyltransferase activity [GO:0008378]; lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase activity [GO:0047256]; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]; transferase activity, transferring hexosyl groups [GO:0016758]
Q68EH9	CRBN_DANRE	reviewed	431	metal ion binding [GO:0046872]
Q08BW6	CO041_DANRE	reviewed	300	
A1L2G3	BAP1_DANRE	reviewed	755	chromatin binding [GO:0003682]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]
Q5SPB6	CHAC1_DANRE	reviewed	196	gamma-glutamylcyclotransferase activity [GO:0003839]; glutathione specific gamma-glutamylcyclotransferase activity [GO:0061928]; Notch binding [GO:0005112]
Q1LWL2	DS22A_DANRE	reviewed	208	protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
Q29RA3	DUPD1_DANRE	reviewed	189	protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; protein tyrosine phosphatase activity [GO:0004725]
P79728	EFNA5_DANRE	reviewed	228	ephrin receptor binding [GO:0046875]
Q1LUA8	EI3EB_DANRE	reviewed	446	translation initiation factor activity [GO:0003743]
Q5F2N3	FUT10_DANRE	reviewed	458	alpha-(1->3)-fucosyltransferase activity [GO:0046920]
Q6PHE8	CC124_DANRE	reviewed	216	
A2BFC9	CFA77_DANRE	reviewed	240	
Q1LVW0	BTBBA_DANRE	reviewed	1021	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]
A7MC22	CCD69_DANRE	reviewed	314	microtubule binding [GO:0008017]
A8WG43	CCD89_DANRE	reviewed	354	
O42115	ARX_DANRE	reviewed	453	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q6NY34	AS1BB_DANRE	reviewed	197	
Q7SYI5	C1GTB_DANRE	reviewed	374	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity [GO:0016263]; metal ion binding [GO:0046872]
Q6PC40	CD123_DANRE	reviewed	348	
Q1LW89	CASD1_DANRE	reviewed	781	acetyltransferase activity [GO:0016407]; N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity [GO:0047186]
A5WW08	CHFR_DANRE	reviewed	637	metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ubiquitin-protein transferase activity [GO:0004842]
Q6DGK9	CK049_DANRE	reviewed	331	
Q5PRD0	143BA_DANRE	reviewed	244	protein domain specific binding [GO:0019904]
