Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q4KM51	TEFM_RAT	reviewed	365	DNA polymerase processivity factor activity [GO:0030337]; nucleic acid binding [GO:0003676]
B1WBM3	TM138_RAT	reviewed	162	
Q4KM93	TM177_RAT	reviewed	311	
Q9ES53	UFD1_RAT	reviewed	307	ATPase binding [GO:0051117]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]
Q3SWU4	ZBT44_RAT	reviewed	453	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P16612	VEGFA_RAT	reviewed	214	chemoattractant activity [GO:0042056]; cytokine activity [GO:0005125]; extracellular matrix binding [GO:0050840]; fibronectin binding [GO:0001968]; growth factor activity [GO:0008083]; growth factor binding [GO:0019838]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; neuropilin binding [GO:0038191]; platelet-derived growth factor receptor binding [GO:0005161]; protein heterodimerization activity [GO:0046982]; receptor ligand activity [GO:0048018]; signaling receptor binding [GO:0005102]; vascular endothelial growth factor receptor 1 binding [GO:0043183]; vascular endothelial growth factor receptor 2 binding [GO:0043184]; vascular endothelial growth factor receptor binding [GO:0005172]
Q4V8C4	WDR5B_RAT	reviewed	328	histone binding [GO:0042393]
P49816	TSC2_RAT	reviewed	1809	14-3-3 protein binding [GO:0071889]; GTPase activator activity [GO:0005096]; Hsp90 protein binding [GO:0051879]; phosphatase binding [GO:0019902]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; protein N-terminus binding [GO:0047485]; small GTPase binding [GO:0031267]
Q9Z2K3	ZN394_RAT	reviewed	536	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q5PQS2	ZN365_RAT	reviewed	408	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
Q63802	WEE1_RAT	reviewed	646	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein tyrosine kinase activity [GO:0004713]
P34067	PSB4_RAT	reviewed	263	endopeptidase activity [GO:0004175]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]
Q62725	NFYC_RAT	reviewed	335	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein heterodimerization activity [GO:0046982]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]
P63090	PTN_RAT	reviewed	168	chondroitin sulfate binding [GO:0035374]; chondroitin sulfate proteoglycan binding [GO:0035373]; glycosaminoglycan binding [GO:0005539]; growth factor activity [GO:0008083]; heparan sulfate binding [GO:1904399]; heparin binding [GO:0008201]; integrin binding [GO:0005178]; protein kinase binding [GO:0019901]; protein phosphatase inhibitor activity [GO:0004864]; proteoglycan binding [GO:0043394]; syndecan binding [GO:0045545]; vascular endothelial growth factor binding [GO:0038085]
Q701R3	SIAT2_RAT	reviewed	525	beta-galactoside alpha-2,6-sialyltransferase activity [GO:0003835]; sialyltransferase activity [GO:0008373]
Q5BJL5	SBNO1_RAT	reviewed	1269	chromatin DNA binding [GO:0031490]; histone binding [GO:0042393]
O54835	SMAD9_RAT	reviewed	434	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
P06767	TKN1_RAT	reviewed	130	neuromedin K receptor binding [GO:0031836]; receptor ligand activity [GO:0048018]; substance K receptor binding [GO:0031837]; substance P receptor binding [GO:0031835]
O08653	TEP1_RAT	reviewed	2629	ATP binding [GO:0005524]; enzyme binding [GO:0019899]; p53 binding [GO:0002039]; RNA binding [GO:0003723]; telomerase RNA binding [GO:0070034]
D3ZJ96	UBP28_RAT	reviewed	1083	cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]
Q642B2	ZN672_RAT	reviewed	468	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
P14730	WFD18_RAT	reviewed	74	peptidase inhibitor activity [GO:0030414]
D3ZKB9	TSH3_RAT	reviewed	1072	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q810W9	WHRN_RAT	reviewed	920	protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q642B9	ZNF18_RAT	reviewed	556	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q5J3K9	V1A14_RAT	reviewed	339	pheromone receptor activity [GO:0016503]
Q3MIE4	VAT1_RAT	reviewed	404	oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]
O35910	MOT4_RAT	reviewed	471	lactate transmembrane transporter activity [GO:0015129]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293]
P85118	NT8F2_RAT	reviewed	226	N-acetyltransferase activity [GO:0008080]
P27213	PTPS_RAT	reviewed	144	6-pyruvoyltetrahydropterin synthase activity [GO:0003874]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]
Q6AYE3	TAD2A_RAT	reviewed	443	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; transcription coactivator activity [GO:0003713]
P61078	UB2D3_RAT	reviewed	147	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]
P49684	UR2R_RAT	reviewed	386	G protein-coupled peptide receptor activity [GO:0008528]; urotensin II receptor activity [GO:0001604]
P04633	UCP1_RAT	reviewed	307	cardiolipin binding [GO:1901612]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; long-chain fatty acid binding [GO:0036041]; oxidative phosphorylation uncoupler activity [GO:0017077]; purine ribonucleotide binding [GO:0032555]; transmembrane transporter activity [GO:0022857]
Q9QYG8	UCK2_RAT	reviewed	261	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; uridine kinase activity [GO:0004849]
Q5EB97	ZCH10_RAT	reviewed	173	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q64638	UD15_RAT	reviewed	531	enzyme binding [GO:0019899]; glucuronosyltransferase activity [GO:0015020]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]
Q68FU8	SUGP1_RAT	reviewed	644	RNA binding [GO:0003723]
P30121	TIMP2_RAT	reviewed	220	enzyme activator activity [GO:0008047]; integrin binding [GO:0005178]; metalloendopeptidase inhibitor activity [GO:0008191]; peptidase inhibitor activity [GO:0030414]; protease binding [GO:0002020]; zinc ion binding [GO:0008270]
Q5XIM9	TCPB_RAT	reviewed	535	ATP binding [GO:0005524]; protein folding chaperone [GO:0044183]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]
P62755	RS6_RAT	reviewed	249	mRNA binding [GO:0003729]; protein kinase binding [GO:0019901]; structural constituent of ribosome [GO:0003735]
Q5EB63	TM196_RAT	reviewed	176	
Q3T1I3	USBP1_RAT	reviewed	680	PDZ domain binding [GO:0030165]
P41542	USO1_RAT	reviewed	959	
Q5FVP5	WDR89_RAT	reviewed	386	
P53767	VGFR1_RAT	reviewed	1336	ATP binding [GO:0005524]; growth factor binding [GO:0019838]; identical protein binding [GO:0042802]; placental growth factor-activated receptor activity [GO:0036332]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; vascular endothelial growth factor-activated receptor activity [GO:0005021]; vascular endothelial growth factor binding [GO:0038085]; VEGF-A-activated receptor activity [GO:0036326]; VEGF-B-activated receptor activity [GO:0036327]
Q32PZ3	UN45A_RAT	reviewed	944	Hsp90 protein binding [GO:0051879]
Q9R189	UN13D_RAT	reviewed	1088	Rab GTPase binding [GO:0017137]
Q3MHS2	ZN830_RAT	reviewed	370	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
Q6IN38	WIF1_RAT	reviewed	379	signaling receptor binding [GO:0005102]
Q6AYE4	VATC2_RAT	reviewed	425	protein dimerization activity [GO:0046983]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
Q5FVJ7	IFT22_RAT	reviewed	185	GTPase activity [GO:0003924]; GTP binding [GO:0005525]
D2XV59	GTPB1_RAT	reviewed	669	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
P27704	MK06_RAT	reviewed	720	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein heterodimerization activity [GO:0046982]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]
Q6AXQ5	PDE12_RAT	reviewed	608	3'-5'-exoribonuclease activity [GO:0000175]; exonuclease activity [GO:0004527]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]
O55162	LYPD3_RAT	reviewed	352	laminin binding [GO:0043236]
Q9QYM2	PARG_RAT	reviewed	972	chromatin binding [GO:0003682]; poly(ADP-ribose) glycohydrolase activity [GO:0004649]
P86172	NMRL1_RAT	reviewed	150	identical protein binding [GO:0042802]
P35439	NMDZ1_RAT	reviewed	938	amyloid-beta binding [GO:0001540]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; cation channel activity [GO:0005261]; enzyme binding [GO:0019899]; glutamate binding [GO:0016595]; glutamate-gated calcium ion channel activity [GO:0022849]; glutamate receptor binding [GO:0035254]; glycine binding [GO:0016594]; ionotropic glutamate receptor activity [GO:0004970]; ligand-gated ion channel activity involved in regulation of presynaptic membrane potential [GO:0099507]; neurotransmitter binding [GO:0042165]; NMDA glutamate receptor activity [GO:0004972]; phosphatase binding [GO:0019902]; protein-containing complex binding [GO:0044877]; signaling receptor binding [GO:0005102]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]; voltage-gated cation channel activity [GO:0022843]
P25094	PMP22_RAT	reviewed	160	motor activity [GO:0003774]
P28646	SSR1_RAT	reviewed	391	G protein-coupled receptor activity [GO:0004930]; neuropeptide binding [GO:0042923]; peptide binding [GO:0042277]; somatostatin receptor activity [GO:0004994]
P61943	SIA10_RAT	reviewed	331	beta-galactoside alpha-2,3-sialyltransferase activity [GO:0052798]; sialyltransferase activity [GO:0008373]
Q62880	TAF9B_RAT	reviewed	258	protein heterodimerization activity [GO:0046982]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
P31232	TAGL_RAT	reviewed	201	actin filament binding [GO:0051015]; protein binding, bridging [GO:0030674]
Q9Z335	SBK1_RAT	reviewed	417	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q5U311	SLN13_RAT	reviewed	907	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; endoribonuclease activity [GO:0004521]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]
P13839	SIAL_RAT	reviewed	320	integrin binding [GO:0005178]
Q9QX27	ST18_RAT	reviewed	1032	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]
Q9JMD7	SC5A7_RAT	reviewed	580	choline:sodium symporter activity [GO:0005307]; choline binding [GO:0033265]; choline transmembrane transporter activity [GO:0015220]
Q9EQS5	SC5D_RAT	reviewed	299	C-5 sterol desaturase activity [GO:0000248]; iron ion binding [GO:0005506]; lathosterol oxidase activity [GO:0050046]
Q5RLM2	S22A7_RAT	reviewed	535	organic anion transmembrane transporter activity [GO:0008514]
D3ZCL3	RU1C_RAT	reviewed	159	mRNA binding [GO:0003729]; pre-mRNA 5'-splice site binding [GO:0030627]; protein homodimerization activity [GO:0042803]; single-stranded RNA binding [GO:0003727]; U1 snRNP binding [GO:1990446]; zinc ion binding [GO:0008270]
Q4QR99	TGT_RAT	reviewed	403	metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; queuine tRNA-ribosyltransferase activity [GO:0008479]
O35119	TRPC4_RAT	reviewed	977	beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]
Q9R283	TRPC2_RAT	reviewed	1170	damaged DNA binding [GO:0003684]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]
Q02445	TFPI1_RAT	reviewed	302	serine-type endopeptidase inhibitor activity [GO:0004867]
Q5XIE1	THEM6_RAT	reviewed	207	
P27952	RS2_RAT	reviewed	293	enzyme binding [GO:0019899]; fibroblast growth factor binding [GO:0017134]; mRNA binding [GO:0003729]; protein-containing complex binding [GO:0044877]; structural constituent of ribosome [GO:0003735]
D3ZJK7	TBX6_RAT	reviewed	436	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription factor binding [GO:0001085]
Q63396	TCP4_RAT	reviewed	127	activating transcription factor binding [GO:0033613]; DNA helicase activity [GO:0003678]; double-stranded DNA binding [GO:0003690]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; transcription coactivator activity [GO:0003713]
Q80X08	WASC2_RAT	reviewed	1328	phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; retromer complex binding [GO:1905394]
B2RYF7	WASH1_RAT	reviewed	475	actin binding [GO:0003779]; alpha-tubulin binding [GO:0043014]; gamma-tubulin binding [GO:0043015]; ubiquitin protein ligase binding [GO:0031625]
P60531	TSKS_RAT	reviewed	585	protein kinase binding [GO:0019901]
P12847	MYH3_RAT	reviewed	1940	actin filament binding [GO:0051015]; ATPase activity, coupled [GO:0042623]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]
Q4FZU3	NSRP1_RAT	reviewed	547	mRNA binding [GO:0003729]
Q7TNY7	MYRIP_RAT	reviewed	856	actin binding [GO:0003779]; metal ion binding [GO:0046872]; myosin binding [GO:0017022]; protein kinase A binding [GO:0051018]; Rab GTPase binding [GO:0017137]
P60203	MYPR_RAT	reviewed	277	identical protein binding [GO:0042802]; structural constituent of myelin sheath [GO:0019911]; structural molecule activity [GO:0005198]
A2RUW0	MROH7_RAT	reviewed	1122	
Q4V8K3	NAA11_RAT	reviewed	246	peptide alpha-N-acetyltransferase activity [GO:0004596]; peptide-glutamate-N-acetyltransferase activity [GO:1990190]; peptide-serine-N-acetyltransferase activity [GO:1990189]
P81718	PTN6_RAT	reviewed	613	cell adhesion molecule binding [GO:0050839]; natural killer cell lectin-like receptor binding [GO:0046703]; phosphorylation-dependent protein binding [GO:0140031]; phosphotyrosine residue binding [GO:0001784]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; SH2 domain binding [GO:0042169]; SH3 domain binding [GO:0017124]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]
Q5U1X0	TAF11_RAT	reviewed	211	DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; protein N-terminus binding [GO:0047485]; thyroid hormone receptor binding [GO:0046966]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]; vitamin D receptor binding [GO:0042809]
P63029	TCTP_RAT	reviewed	172	calcium ion binding [GO:0005509]; transcription factor binding [GO:0008134]
Q5XIP4	UBQLN_RAT	reviewed	612	polyubiquitin modification-dependent protein binding [GO:0031593]
D3ZU96	UBP42_RAT	reviewed	1325	cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]
Q69AB1	TXND8_RAT	reviewed	127	
Q62671	UBR5_RAT	reviewed	2788	protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; zinc ion binding [GO:0008270]
P04177	TY3H_RAT	reviewed	498	amino acid binding [GO:0016597]; dopamine binding [GO:0035240]; enzyme binding [GO:0019899]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; identical protein binding [GO:0042802]; monooxygenase activity [GO:0004497]; oxygen binding [GO:0019825]; protein domain specific binding [GO:0019904]; tetrahydrobiopterin binding [GO:0034617]; tyrosine 3-monooxygenase activity [GO:0004511]
P09875	UD2B1_RAT	reviewed	529	glucuronosyltransferase activity [GO:0015020]; UDP-glycosyltransferase activity [GO:0008194]
Q63616	VP33B_RAT	reviewed	617	protein-containing complex binding [GO:0044877]
F1LSG8	VPS50_RAT	reviewed	964	SNARE binding [GO:0000149]
Q9QZA1	PHLA1_RAT	reviewed	407	phosphatidylinositol phosphate binding [GO:1901981]
Q99JE6	PLCB3_RAT	reviewed	1234	calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; phosphatidylinositol phospholipase C activity [GO:0004435]; phospholipase C activity [GO:0004629]
Q63624	SFR19_RAT	reviewed	1258	protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; RNA polymerase II C-terminal domain binding [GO:0099122]
P02780	SG2A2_RAT	reviewed	95	protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; steroid binding [GO:0005496]
Q6YAT4	SGCE_RAT	reviewed	437	
Q3KRD5	TOM34_RAT	reviewed	309	heat shock protein binding [GO:0031072]
Q75Q40	TOM40_RAT	reviewed	361	cation channel activity [GO:0005261]; porin activity [GO:0015288]; preprotein binding [GO:0070678]; protein transmembrane transporter activity [GO:0008320]
D4A615	TONSL_RAT	reviewed	1367	histone binding [GO:0042393]
Q6PEC4	SKP1_RAT	reviewed	163	beta-catenin binding [GO:0008013]; cullin family protein binding [GO:0097602]; protein domain specific binding [GO:0019904]; ubiquitin-protein transferase activity [GO:0004842]
Q71F54	SH3R1_RAT	reviewed	894	MAP-kinase scaffold activity [GO:0005078]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Q9Z327	SYNPO_RAT	reviewed	931	actin binding [GO:0003779]
P26431	SL9A1_RAT	reviewed	820	calcium-dependent protein binding [GO:0048306]; calmodulin binding [GO:0005516]; potassium:proton antiporter activity [GO:0015386]; protein phosphatase 2B binding [GO:0030346]; sodium:proton antiporter activity [GO:0015385]
P10960	SAP_RAT	reviewed	554	beta-galactosidase activity [GO:0004565]; ganglioside GM1 binding [GO:1905573]; ganglioside GM2 binding [GO:1905574]; ganglioside GM3 binding [GO:1905575]; ganglioside GP1c binding [GO:1905577]; ganglioside GT1b binding [GO:1905576]; G protein-coupled receptor binding [GO:0001664]; identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]
Q5PPJ9	SHLB2_RAT	reviewed	404	identical protein binding [GO:0042802]
Q5XIH2	SHSA5_RAT	reviewed	130	WW domain binding [GO:0050699]
Q6R6I6	RXFP1_RAT	reviewed	758	G protein-coupled peptide receptor activity [GO:0008528]; G protein-coupled receptor activity [GO:0004930]; hormone binding [GO:0042562]; metal ion binding [GO:0046872]
P56575	UH09_RAT	reviewed	8	
Q9QYM0	MRP5_RAT	reviewed	1436	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; organic anion transmembrane transporter activity [GO:0008514]
Q2A865	S6A19_RAT	reviewed	634	neurotransmitter:sodium symporter activity [GO:0005328]; neutral amino acid transmembrane transporter activity [GO:0015175]
Q99ND9	RWDD1_RAT	reviewed	243	
P56573	UH05_RAT	reviewed	10	
Q63285	UHMK1_RAT	reviewed	419	ATP binding [GO:0005524]; enzyme binding [GO:0019899]; protein serine/threonine kinase activity [GO:0004674]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]
P0C1G7	WBP1L_RAT	reviewed	344	
O55227	UNC50_RAT	reviewed	259	RNA binding [GO:0003723]
P31000	VIME_RAT	reviewed	466	double-stranded RNA binding [GO:0003725]; identical protein binding [GO:0042802]; keratin filament binding [GO:1990254]; kinase binding [GO:0019900]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; protein phosphatase 2A binding [GO:0051721]; scaffold protein binding [GO:0097110]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of eye lens [GO:0005212]; structural molecule activity [GO:0005198]
Q6AY57	WIPI2_RAT	reviewed	445	phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-5-phosphate binding [GO:0010314]
Q0VGK2	TT39C_RAT	reviewed	522	
Q8CH34	ZP4_RAT	reviewed	545	acrosin binding [GO:0032190]; identical protein binding [GO:0042802]
P81155	VDAC2_RAT	reviewed	295	nucleotide binding [GO:0000166]; porin activity [GO:0015288]; voltage-gated anion channel activity [GO:0008308]
P0C0A2	VPS36_RAT	reviewed	386	phosphatidylinositol-3-phosphate binding [GO:0032266]; protein C-terminus binding [GO:0008022]; ubiquitin binding [GO:0043130]
P17431	TISB_RAT	reviewed	338	14-3-3 protein binding [GO:0071889]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; mRNA 3'-UTR AU-rich region binding [GO:0035925]; mRNA binding [GO:0003729]
Q4V8G8	TEKT3_RAT	reviewed	490	
Q6P6G5	YIPF1_RAT	reviewed	306	Rab GTPase binding [GO:0017137]
Q9EPI0	XYLT2_RAT	reviewed	864	acetylglucosaminyltransferase activity [GO:0008375]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; protein xylosyltransferase activity [GO:0030158]
Q566D0	UPK1B_RAT	reviewed	260	
Q5PPH4	ZN414_RAT	reviewed	299	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
O08961	ZN423_RAT	reviewed	1311	identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; sequence-specific DNA binding [GO:0043565]
Q9JIH7	WNK1_RAT	reviewed	2126	ATP binding [GO:0005524]; chloride channel inhibitor activity [GO:0019869]; magnesium ion binding [GO:0000287]; phosphatase binding [GO:0019902]; potassium channel inhibitor activity [GO:0019870]; protein kinase activator activity [GO:0030295]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine kinase inhibitor activity [GO:0030291]
P35000	VIPR2_RAT	reviewed	437	G protein-coupled peptide receptor activity [GO:0008528]; peptide hormone binding [GO:0017046]; vasoactive intestinal polypeptide receptor activity [GO:0004999]
Q6QIX3	ZNT3_RAT	reviewed	388	zinc ion transmembrane transporter activity [GO:0005385]
Q99PP0	WISP1_RAT	reviewed	367	heparin binding [GO:0008201]; insulin-like growth factor binding [GO:0005520]; integrin binding [GO:0005178]
Q6AYP6	SAXO1_RAT	reviewed	462	microtubule binding [GO:0008017]
Q5XII5	TCAB1_RAT	reviewed	532	chaperone binding [GO:0051087]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; telomerase RNA binding [GO:0070034]; ubiquitin protein ligase binding [GO:0031625]
D3ZB51	TUTLB_RAT	reviewed	1328	kinase binding [GO:0019900]
Q5RJR2	TWF1_RAT	reviewed	350	actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; ATP binding [GO:0005524]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein-containing complex binding [GO:0044877]; protein tyrosine kinase activity [GO:0004713]
Q5BJW3	TX261_RAT	reviewed	196	COPII adaptor activity [GO:0097020]
Q02975	Z354A_RAT	reviewed	576	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]
Q499N6	UBXN1_RAT	reviewed	297	ATPase binding [GO:0051117]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; K6-linked polyubiquitin modification-dependent protein binding [GO:0071796]; polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome regulatory particle binding [GO:1904855]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
P63312	TYB10_RAT	reviewed	44	actin monomer binding [GO:0003785]
Q00981	UCHL1_RAT	reviewed	223	alpha-2A adrenergic receptor binding [GO:0031694]; cysteine-type endopeptidase activity [GO:0004197]; ligase activity [GO:0016874]; omega peptidase activity [GO:0008242]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; ubiquitin binding [GO:0043130]; ubiquitin protein ligase binding [GO:0031625]
Q76IC6	ZDH23_RAT	reviewed	429	protein-cysteine S-palmitoyltransferase activity [GO:0019706]
