Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q9M7Q2	AI5L7_ARATH	reviewed	431	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q9FMM7	AI5L8_ARATH	reviewed	370	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q9C5A9	ATPBO_ARATH	reviewed	559	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; copper ion binding [GO:0005507]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q9M2U5	CHI5_ARATH	reviewed	273	chitinase activity [GO:0004568]; chitin binding [GO:0008061]
P83483	ATPBM_ARATH	reviewed	556	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q9ZU11	ATB15_ARATH	reviewed	836	DNA binding [GO:0003677]; lipid binding [GO:0008289]
Q9LZR0	ATB51_ARATH	reviewed	235	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
P19366	ATPB_ARATH	reviewed	498	ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; zinc ion binding [GO:0008270]
Q8S9N6	ATB17_ARATH	reviewed	275	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
Q8LAT0	ATB20_ARATH	reviewed	286	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]
Q9LUD7	CALS8_ARATH	reviewed	1976	1,3-beta-D-glucan synthase activity [GO:0003843]
Q9S9U0	CALSB_ARATH	reviewed	1768	1,3-beta-D-glucan synthase activity [GO:0003843]
Q9ZT82	CALSC_ARATH	reviewed	1780	1,3-beta-D-glucan synthase activity [GO:0003843]
O80507	CSK2E_ARATH	reviewed	283	protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activity [GO:0004674]
Q9FM99	ATCA8_ARATH	reviewed	389	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
F4HVG8	CSK_ARATH	reviewed	611	kinase activity [GO:0016301]; protein histidine kinase activity [GO:0004673]; protein self-association [GO:0043621]; quinone binding [GO:0048038]
O04846	ATCA1_ARATH	reviewed	284	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
F4IHR4	ATCA2_ARATH	reviewed	245	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
F4JIK2	ATCA4_ARATH	reviewed	267	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
F4HUC4	ATCA5_ARATH	reviewed	277	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
Q6PQQ3	AIL5_ARATH	reviewed	558	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q8VYB5	AMSH1_ARATH	reviewed	507	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]
O23386	CSLB6_ARATH	reviewed	757	cellulose synthase (UDP-forming) activity [GO:0016760]
Q9T0L2	CSLAF_ARATH	reviewed	537	glucomannan 4-beta-mannosyltransferase activity [GO:0047259]; mannan synthase activity [GO:0051753]; transferase activity, transferring glycosyl groups [GO:0016757]
Q9SW18	CHLM_ARATH	reviewed	312	magnesium protoporphyrin IX methyltransferase activity [GO:0046406]
Q9M1D0	BGL16_ARATH	reviewed	514	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
Q8RX83	CSLB3_ARATH	reviewed	755	cellulose synthase (UDP-forming) activity [GO:0016760]; cellulose synthase activity [GO:0016759]
Q9LIF9	BGL19_ARATH	reviewed	527	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
Q84WV2	BGL20_ARATH	reviewed	535	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
Q944Z9	AOP2L_ARATH	reviewed	432	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
Q945B4	AOP3L_ARATH	reviewed	410	2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; metal ion binding [GO:0046872]
Q9C525	BGL21_ARATH	reviewed	524	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
Q9LFL0	CSLD2_ARATH	reviewed	1145	cellulose synthase (UDP-forming) activity [GO:0016760]; mannan synthase activity [GO:0051753]
Q9ZUC1	AOR_ARATH	reviewed	386	2-alkenal reductase (NADP+) activity [GO:0035798]; enone reductase activity [GO:0035671]; zinc ion binding [GO:0008270]
Q39219	AOX1A_ARATH	reviewed	354	alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872]; ubiquinol:oxygen oxidoreductase activity [GO:0102721]
O23913	AOX1B_ARATH	reviewed	325	alternative oxidase activity [GO:0009916]; metal ion binding [GO:0046872]; ubiquinol:oxygen oxidoreductase activity [GO:0102721]
Q0WVN5	CSLG3_ARATH	reviewed	751	cellulose synthase (UDP-forming) activity [GO:0016760]; cellulose synthase activity [GO:0016759]
Q4V3B3	BGL28_ARATH	reviewed	582	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
O48779	BGL33_ARATH	reviewed	614	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
Q9C8K1	BGL36_ARATH	reviewed	484	beta-glucosidase activity [GO:0008422]; glucosinolate glucohydrolase activity [GO:0102799]; thioglucosidase activity [GO:0019137]
Q9M6N7	AMT2_ARATH	reviewed	475	ammonium transmembrane transporter activity [GO:0008519]; high-affinity secondary active ammonium transmembrane transporter activity [GO:0015398]
Q9C5C2	BGL37_ARATH	reviewed	547	beta-glucosidase activity [GO:0008422]; glucosinolate glucohydrolase activity [GO:0102799]; thioglucosidase activity [GO:0019137]
Q9FIW4	BGL42_ARATH	reviewed	490	beta-glucosidase activity [GO:0008422]; scopolin beta-glucosidase activity [GO:0102483]
P0CH31	CLL1_ARATH	reviewed	721	ubiquitin protein ligase binding [GO:0031625]
Q94IB9	ACER_ARATH	reviewed	255	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; metal ion binding [GO:0046872]
Q9STG3	CLL4_ARATH	reviewed	247	ubiquitin protein ligase binding [GO:0031625]
P45432	CSN1_ARATH	reviewed	441	
Q8L856	ACFR1_ARATH	reviewed	239	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; protein domain specific binding [GO:0019904]
Q9C540	ACFR4_ARATH	reviewed	236	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
Q67ZF6	ACFR3_ARATH	reviewed	224	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]
Q8L5U0	CSN4_ARATH	reviewed	397	
Q9LTH7	ACH12_ARATH	reviewed	366	dioxygenase activity [GO:0051213]; metal ion binding [GO:0046872]
F4IRW0	ATG1C_ARATH	reviewed	733	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q38967	AAP2_ARATH	reviewed	493	amino acid transmembrane transporter activity [GO:0015171]; symporter activity [GO:0015293]
Q9FF99	AAP7_ARATH	reviewed	467	amino acid transmembrane transporter activity [GO:0015171]; symporter activity [GO:0015293]
O80592	AAP8_ARATH	reviewed	475	amino acid transmembrane transporter activity [GO:0015171]; symporter activity [GO:0015293]
Q8LAZ7	CSN5A_ARATH	reviewed	357	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]
Q9LNC5	CLO_ARATH	reviewed	987	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; U5 snRNA binding [GO:0030623]
Q9FVU9	CSN5B_ARATH	reviewed	358	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]
Q8LPL6	AP2A1_ARATH	reviewed	1012	clathrin adaptor activity [GO:0035615]; lipid binding [GO:0008289]
Q9SR06	CLP1_ARATH	reviewed	444	ATP binding [GO:0005524]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]
O23487	BH003_ARATH	reviewed	467	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q84TK1	BH010_ARATH	reviewed	458	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q94A41	AMY3_ARATH	reviewed	887	alpha-amylase activity [GO:0004556]; alpha-amylase activity (releasing maltohexaose) [GO:0103025]; calcium ion binding [GO:0005509]
Q8W1P0	CSN6B_ARATH	reviewed	317	
Q9T072	BH025_ARATH	reviewed	328	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transcription regulatory region DNA binding [GO:0044212]
F4IV45	CHR10_ARATH	reviewed	877	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
Q700E3	BH027_ARATH	reviewed	263	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q8VZ02	BH048_ARATH	reviewed	327	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q94JU3	CSN7_ARATH	reviewed	260	
Q9FLI1	BH036_ARATH	reviewed	174	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
Q8W103	CHR24_ARATH	reviewed	1090	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA translocase activity [GO:0015616]; helicase activity [GO:0004386]
Q9XEF0	BH051_ARATH	reviewed	254	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q9SA82	BH052_ARATH	reviewed	264	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q84RD0	BH053_ARATH	reviewed	291	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transcription regulatory region DNA binding [GO:0044212]
Q8GY61	BH063_ARATH	reviewed	335	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q9LN95	BH055_ARATH	reviewed	257	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
Q8S3D1	BH068_ARATH	reviewed	407	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q9LUJ8	CHL1_ARATH	reviewed	459	ADP binding [GO:0043531]
P42730	CLPB1_ARATH	reviewed	911	ATP binding [GO:0005524]
F4KBP5	CHR4_ARATH	reviewed	2223	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]
Q6NKN9	BH074_ARATH	reviewed	366	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transcription regulatory region DNA binding [GO:0044212]
Q8GWK2	AP2L4_ARATH	reviewed	428	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q9FJ00	BH086_ARATH	reviewed	307	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
F4JVJ1	CLPB2_ARATH	reviewed	623	ATP binding [GO:0005524]
Q8VYJ7	CLPB4_ARATH	reviewed	964	ATP binding [GO:0005524]
Q9FIX5	BH092_ARATH	reviewed	247	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; transcription regulatory region DNA binding [GO:0044212]
Q9SMZ4	AASS_ARATH	reviewed	1064	saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity [GO:0047131]; saccharopine dehydrogenase (NADP+, L-lysine-forming) activity [GO:0047130]; saccharopine dehydrogenase activity [GO:0004753]
F8S296	ATG2_ARATH	reviewed	1892	
Q84WL9	AP2S_ARATH	reviewed	142	
P47927	AP2_ARATH	reviewed	432	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]
Q5XVH0	BH109_ARATH	reviewed	185	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q9SFZ3	BH110_ARATH	reviewed	453	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q8GT73	BH119_ARATH	reviewed	544	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q9FLI0	BH120_ARATH	reviewed	204	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
Q9STJ6	BH126_ARATH	reviewed	221	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
Q93W88	BH137_ARATH	reviewed	286	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q3E7L7	BH139_ARATH	reviewed	223	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]
Q0WWQ1	ATG3_ARATH	reviewed	313	Atg8 ligase activity [GO:0019776]
P0CB25	BH131_ARATH	reviewed	256	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]
F4I8F9	BH160_ARATH	reviewed	234	DNA-binding transcription factor activity [GO:0003700]; protein dimerization activity [GO:0046983]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transcription factor binding [GO:0008134]
O22133	BEN1_ARATH	reviewed	364	coenzyme binding [GO:0050662]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]
Q8VZ37	AP3S_ARATH	reviewed	166	
Q84P26	4CLL8_ARATH	reviewed	550	ATP binding [GO:0005524]; ligase activity [GO:0016874]
Q9LJJ7	AATP9_ARATH	reviewed	500	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q8RY66	AATPD_ARATH	reviewed	506	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q9M280	BIC2_ARATH	reviewed	116	
Q9M2V6	AB17G_ARATH	reviewed	662	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
Q3EDJ0	AB19I_ARATH	reviewed	290	ATPase activity [GO:0016887]; ATP binding [GO:0005524]
Q84M24	AB1A_ARATH	reviewed	1882	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; lipid transporter activity [GO:0005319]
Q9ZR72	AB1B_ARATH	reviewed	1286	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; auxin efflux transmembrane transporter activity [GO:0010329]; auxin influx transmembrane transporter activity [GO:0010328]
Q9C8T1	AB1I_ARATH	reviewed	229	ATPase activity [GO:0016887]; ATPase-coupled heme transmembrane transporter activity [GO:0015439]; ATP binding [GO:0005524]
B9DGY1	AB1K7_ARATH	reviewed	695	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
Q67Y99	CLPF_ARATH	reviewed	330	DNA binding [GO:0003677]
Q3E9B8	AB23G_ARATH	reviewed	624	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
Q9MAG3	AB24G_ARATH	reviewed	1109	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
Q9LVM1	AB25B_ARATH	reviewed	728	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
Q8LPK2	AB2B_ARATH	reviewed	1273	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
