Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q03614	NTDO_CAEEL	reviewed	615	amine transmembrane transporter activity [GO:0005275]; chloride channel activity [GO:0005254]; dopamine:sodium symporter activity [GO:0005330]; metal ion binding [GO:0046872]; neurotransmitter:sodium symporter activity [GO:0005328]
O44514	PMK3_CAEEL	reviewed	474	ATP binding [GO:0005524]; MAP kinase activity [GO:0004707]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase activity [GO:0004674]
Q09476	PXL1_CAEEL	reviewed	413	metal ion binding [GO:0046872]; transcription coregulator activity [GO:0003712]; vinculin binding [GO:0017166]
G5EC21	QUA1_CAEEL	reviewed	1169	peptidase activity [GO:0008233]
P34659	RUXF_CAEEL	reviewed	85	RNA binding [GO:0003723]
Q22453	SSU72_CAEEL	reviewed	197	RNA polymerase II CTD heptapeptide repeat phosphatase activity [GO:0008420]
O45102	SWET1_CAEEL	reviewed	299	sugar transmembrane transporter activity [GO:0051119]
Q11124	YX13_CAEEL	reviewed	563	
P54073	YUY1_CAEEL	reviewed	384	
Q20170	WRT3_CAEEL	reviewed	179	
P34587	YN53_CAEEL	reviewed	321	
P34557	YNP4_CAEEL	reviewed	146	
Q09529	YQO2_CAEEL	reviewed	299	lipid binding [GO:0008289]
Q09554	YQV5_CAEEL	reviewed	377	G protein-coupled receptor activity [GO:0004930]
P23678	UN104_CAEEL	reviewed	1584	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; tau protein binding [GO:0048156]
Q09965	YS96_CAEEL	reviewed	374	G protein-coupled receptor activity [GO:0004930]
Q11083	YT67_CAEEL	reviewed	229	calcium ion binding [GO:0005509]
Q10035	YSI3_CAEEL	reviewed	200	
Q10027	YSXB_CAEEL	reviewed	61	
Q10008	YSV2_CAEEL	reviewed	269	
P34468	YMH1_CAEEL	reviewed	254	
P34593	YOD1_CAEEL	reviewed	131	
P41882	YPT4_CAEEL	reviewed	1163	
Q09647	TTLL4_CAEEL	reviewed	601	ATP binding [GO:0005524]; tubulin-glutamic acid ligase activity [GO:0070740]
P34608	YO69_CAEEL	reviewed	87	
P30631	YOUD_CAEEL	reviewed	161	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
Q9U3G6	YPL1_CAEEL	reviewed	137	metal ion binding [GO:0046872]
Q09231	YQ21_CAEEL	reviewed	570	
Q21824	TDX1_CAEEL	reviewed	226	thioredoxin peroxidase activity [GO:0008379]
Q18161	YBPT_CAEEL	reviewed	281	hydrolase activity [GO:0016787]
P34338	YK14_CAEEL	reviewed	327	
P52484	UBC21_CAEEL	reviewed	214	ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]
Q8IG42	YK69_CAEEL	reviewed	74	
P34287	YKK0_CAEEL	reviewed	145	
P34366	YLJ1_CAEEL	reviewed	322	metal ion binding [GO:0046872]
Q9GUC9	YFEF9_CAEEL	reviewed	314	
O62275	WAGO4_CAEEL	reviewed	965	RNA binding [GO:0003723]
Q09268	YQDA_CAEEL	reviewed	610	metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
Q10017	YSW1_CAEEL	reviewed	327	
Q22122	ZC21A_CAEEL	reviewed	322	metal ion binding [GO:0046872]
Q17963	WDR51_CAEEL	reviewed	376	histone binding [GO:0042393]; RNA polymerase II transcription factor binding [GO:0001085]
Q09320	YQZ2_CAEEL	reviewed	482	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]
Q17439	YQVW_CAEEL	reviewed	283	
Q09556	YQW3_CAEEL	reviewed	359	
Q09399	YRB2_CAEEL	reviewed	125	
Q09368	YS31_CAEEL	reviewed	162	
Q19417	YSNK_CAEEL	reviewed	501	transferase activity, transferring glycosyl groups [GO:0016757]
Q10917	YT13_CAEEL	reviewed	484	transmembrane transporter activity [GO:0022857]
P34280	YKK3_CAEEL	reviewed	366	GTP binding [GO:0005525]
P34304	YKQ9_CAEEL	reviewed	643	histone-glutamine methyltransferase activity [GO:1990259]; RNA binding [GO:0003723]; rRNA methyltransferase activity [GO:0008649]
O45731	YFC7_CAEEL	reviewed	269	
Q7YZW5	VEM1_CAEEL	reviewed	183	
Q09421	YRN7_CAEEL	reviewed	142	
Q11070	YT42_CAEEL	reviewed	167	
Q10020	YSX1_CAEEL	reviewed	129	
Q20255	TTC21_CAEEL	reviewed	1324	
Q94130	WRT8_CAEEL	reviewed	550	peptidase activity [GO:0008233]
P34612	YOG3_CAEEL	reviewed	160	
P34375	YLM1_CAEEL	reviewed	111	
Q8WT51	YL4M_CAEEL	reviewed	357	hydrolase activity [GO:0016787]
P41953	YLK5_CAEEL	reviewed	68	
Q21874	YF1M_CAEEL	reviewed	1437	ATPase activity [GO:0016887]; microtubule-severing ATPase activity [GO:0008568]
Q21890	YF64_CAEEL	reviewed	413	L-allo-threonine aldolase activity [GO:0008732]
Q10937	YWS1_CAEEL	reviewed	292	potassium ion leak channel activity [GO:0022841]
Q22836	YGH1_CAEEL	reviewed	535	
Q11110	YX03_CAEEL	reviewed	115	
Q18079	YXT1_CAEEL	reviewed	321	chondroitin 4-sulfotransferase activity [GO:0047756]
Q19683	YZR5_CAEEL	reviewed	407	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; double-stranded DNA binding [GO:0003690]; nucleoside monophosphate kinase activity [GO:0050145]; polynucleotide 3'-phosphatase activity [GO:0046403]
Q19297	YZ73_CAEEL	reviewed	146	2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; glutathione-disulfide reductase activity [GO:0004362]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]
U4PCM1	WDR33_CAEEL	reviewed	820	
Q09531	YQP4_CAEEL	reviewed	529	GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
Q09281	YQIA_CAEEL	reviewed	971	
Q09557	YQX1_CAEEL	reviewed	142	
Q20059	WDR48_CAEEL	reviewed	683	ubiquitin binding [GO:0043130]
P52906	UNC30_CAEEL	reviewed	323	DNA-binding transcription factor activity [GO:0003700]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor binding [GO:0001085]; sequence-specific DNA binding [GO:0043565]
P34501	YMS5_CAEEL	reviewed	1385	
Q19954	VPS41_CAEEL	reviewed	901	metal ion binding [GO:0046872]
Q10953	WRM1_CAEEL	reviewed	796	alpha-catenin binding [GO:0045294]; cadherin binding [GO:0045296]; nuclear hormone receptor binding [GO:0035257]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; protein serine/threonine kinase activator activity [GO:0043539]; transcription coactivator activity [GO:0003713]; transcription factor binding [GO:0008134]
Q19948	YPP4_CAEEL	reviewed	243	
Q9TYU5	TIP60_CAEEL	reviewed	458	H4 histone acetyltransferase activity [GO:0010485]; histone acetyltransferase activity [GO:0004402]; histone binding [GO:0042393]; metal ion binding [GO:0046872]
Q21041	VER4_CAEEL	reviewed	1216	ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]
Q09301	YQOC_CAEEL	reviewed	197	RNA binding [GO:0003723]
Q10004	YRS8_CAEEL	reviewed	377	
Q09411	YRJ5_CAEEL	reviewed	118	
Q23023	UNC51_CAEEL	reviewed	856	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
Q9XVM9	TSN15_CAEEL	reviewed	258	
Q11084	YT68_CAEEL	reviewed	85	
Q10023	YSX4_CAEEL	reviewed	468	
Q19895	YUQP_CAEEL	reviewed	410	
P34469	YMH2_CAEEL	reviewed	159	
Q09512	TTL12_CAEEL	reviewed	662	ATP binding [GO:0005524]
P34483	YMJ8_CAEEL	reviewed	435	
Q7JPQ6	YMP3_CAEEL	reviewed	627	
G5ECB1	ZIG4_CAEEL	reviewed	253	
Q09375	YS49_CAEEL	reviewed	121	
O01761	UNC89_CAEEL	reviewed	8081	ATP binding [GO:0005524]; MATH domain binding [GO:0090736]; phosphatase binding [GO:0019902]; protein kinase activity [GO:0004672]; Rho GTPase binding [GO:0017048]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]
Q09348	YRS4_CAEEL	reviewed	436	
Q10127	YSO1_CAEEL	reviewed	468	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q19546	WRN_CAEEL	reviewed	1056	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]
P34526	YM65_CAEEL	reviewed	97	
Q20332	TTYH1_CAEEL	reviewed	519	intracellular calcium activated chloride channel activity [GO:0005229]; volume-sensitive chloride channel activity [GO:0072320]
Q10123	YSM3_CAEEL	reviewed	439	NAD+ kinase activity [GO:0003951]
P34462	VATD_CAEEL	reviewed	257	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
Q20666	VATH1_CAEEL	reviewed	451	proton-transporting ATPase activity, rotational mechanism [GO:0046961]
P34628	YOJ5_CAEEL	reviewed	114	
P34639	YOQ1_CAEEL	reviewed	240	
Q09224	YP78_CAEEL	reviewed	454	
P41879	YPT1_CAEEL	reviewed	482	
Q09234	YQ41_CAEEL	reviewed	143	
P41884	YPT6_CAEEL	reviewed	389	
P34484	YMJ9_CAEEL	reviewed	425	
P34487	YMJB_CAEEL	reviewed	918	
P34515	YMX7_CAEEL	reviewed	384	
Q10948	YMP4_CAEEL	reviewed	325	heme binding [GO:0020037]; oxygen binding [GO:0019825]
Q22180	UGT55_CAEEL	reviewed	512	glucuronosyltransferase activity [GO:0015020]; UDP-glycosyltransferase activity [GO:0008194]
Q09283	YQIC_CAEEL	reviewed	93	
Q09370	YS41_CAEEL	reviewed	331	
Q11072	YT44_CAEEL	reviewed	218	metal ion binding [GO:0046872]
Q19753	YU0O_CAEEL	reviewed	953	
P45898	YNL6_CAEEL	reviewed	106	
P55955	TTR16_CAEEL	reviewed	132	
P45964	YNZ4_CAEEL	reviewed	297	
Q18891	VP33B_CAEEL	reviewed	617	
P34675	YO25_CAEEL	reviewed	1620	misfolded protein binding [GO:0051787]; polyubiquitin modification-dependent protein binding [GO:0031593]
P41844	YO94_CAEEL	reviewed	386	
Q11175	YOK2_CAEEL	reviewed	87	
Q09202	YP23_CAEEL	reviewed	230	
Q09227	YP89_CAEEL	reviewed	186	
Q11105	YPB2_CAEEL	reviewed	59	
Q09270	YQF6_CAEEL	reviewed	400	
Q09364	YS22_CAEEL	reviewed	208	
Q09365	YS23_CAEEL	reviewed	208	
Q9XV66	UNC80_CAEEL	reviewed	3263	cation channel activity [GO:0005261]
P45972	ZTF17_CAEEL	reviewed	705	DNA binding [GO:0003677]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P91573	WRT6_CAEEL	reviewed	593	peptidase activity [GO:0008233]
P41988	TCPA_CAEEL	reviewed	549	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]
Q09464	YQ58_CAEEL	reviewed	253	DNA binding [GO:0003677]; metal ion binding [GO:0046872]
Q03606	YN02_CAEEL	reviewed	719	
G5EFJ9	UN103_CAEEL	reviewed	829	voltage-gated potassium channel activity [GO:0005249]
Q09358	YS03_CAEEL	reviewed	360	
G5ECR9	UNC55_CAEEL	reviewed	370	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor transcription coactivator activity [GO:0030374]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; signaling receptor activity [GO:0038023]; steroid hormone receptor activity [GO:0003707]; transcription factor binding [GO:0008134]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]
Q09355	YRY5_CAEEL	reviewed	173	
Q09608	YRN8_CAEEL	reviewed	425	
Q09966	YS97_CAEEL	reviewed	319	G protein-coupled receptor activity [GO:0004930]
E9P860	ZNFX1_CAEEL	reviewed	2443	ATP binding [GO:0005524]; DNA-binding transcription factor activity [GO:0003700]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; zinc ion binding [GO:0008270]
Q9GT24	ZYG1_CAEEL	reviewed	706	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]
