Entry	Entry name	Status	Length	Gene ontology (molecular function)
O94143	BUD19_YEAST	reviewed	102	
P53244	ART5_YEAST	reviewed	586	ubiquitin protein ligase binding [GO:0031625]
P33304	AFR1_YEAST	reviewed	620	
P53951	COG5_YEAST	reviewed	403	identical protein binding [GO:0042802]
P18544	ARGD_YEAST	reviewed	423	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]
P53934	CARME_YEAST	reviewed	400	carnosine N-methyltransferase activity [GO:0030735]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]
P25649	AHC2_YEAST	reviewed	128	
P38287	CSH1_YEAST	reviewed	376	mannosyltransferase activity [GO:0000030]
P00546	CDK1_YEAST	reviewed	298	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; histone binding [GO:0042393]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; RNA polymerase II complex binding [GO:0000993]
P07251	ATPA_YEAST	reviewed	545	ADP binding [GO:0043531]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q04368	CSI1_YEAST	reviewed	295	
Q08054	CSI2_YEAST	reviewed	341	
Q06338	BCP1_YEAST	reviewed	283	kinase regulator activity [GO:0019207]; tubulin binding [GO:0015631]
P29589	AHT1_YEAST	reviewed	182	
Q12309	CLF1_YEAST	reviewed	687	chromatin binding [GO:0003682]; DNA replication origin binding [GO:0003688]
P15790	CSK21_YEAST	reviewed	372	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P35190	CLG1_YEAST	reviewed	452	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]
P39986	ATC6_YEAST	reviewed	1215	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; ion transmembrane transporter activity, phosphorylative mechanism [GO:0015662]; metal ion binding [GO:0046872]
P21192	ACE2_YEAST	reviewed	770	cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]
P15703	BGL2_YEAST	reviewed	313	1,3-beta-glucanosyltransferase activity [GO:0042124]; chitin binding [GO:0008061]; glucan endo-1,3-beta-D-glucosidase activity [GO:0042973]; glucan exo-1,3-beta-glucosidase activity [GO:0004338]
Q04659	CSM3_YEAST	reviewed	317	DNA binding [GO:0003677]
P38856	AP18A_YEAST	reviewed	637	1-phosphatidylinositol binding [GO:0005545]; clathrin binding [GO:0030276]; clathrin heavy chain binding [GO:0032050]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; SNARE binding [GO:0000149]
Q06628	ATG13_YEAST	reviewed	738	protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]
P38270	ATG14_YEAST	reviewed	344	
Q03818	ATG16_YEAST	reviewed	150	identical protein binding [GO:0042802]; protein binding, bridging [GO:0030674]
P36000	AP1B1_YEAST	reviewed	726	clathrin binding [GO:0030276]
P25641	ATG15_YEAST	reviewed	520	phospholipase activity [GO:0004620]; triglyceride lipase activity [GO:0004806]
Q12028	AP1G1_YEAST	reviewed	832	clathrin binding [GO:0030276]
P29029	CHIT_YEAST	reviewed	562	chitinase activity [GO:0004568]; chitin binding [GO:0008061]; endochitinase activity [GO:0008843]
P35193	ATG19_YEAST	reviewed	415	protein binding, bridging [GO:0030674]
P32316	ACH1_YEAST	reviewed	526	acetate CoA-transferase activity [GO:0008775]; acetyl-CoA hydrolase activity [GO:0003986]; propionyl-CoA:succinate CoA-transferase activity [GO:0043821]
Q12468	CSN5_YEAST	reviewed	440	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]
P08521	AAP_YEAST	reviewed	25	translation regulator activity [GO:0045182]
Q12092	ATG29_YEAST	reviewed	213	SNARE binding [GO:0000149]
Q99186	AP2M_YEAST	reviewed	491	
Q02948	BECN1_YEAST	reviewed	557	
P40458	ATG32_YEAST	reviewed	529	
Q05789	ATG38_YEAST	reviewed	226	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
Q12292	ATG34_YEAST	reviewed	412	protein binding, bridging [GO:0030674]
P46983	ATG36_YEAST	reviewed	293	
Q08951	AP3D_YEAST	reviewed	932	
P29465	CHS3_YEAST	reviewed	1165	chitin synthase activity [GO:0004100]
P38153	AP3M_YEAST	reviewed	483	
Q99325	ATG40_YEAST	reviewed	256	protein binding, bridging [GO:0030674]
P53867	ATG4_YEAST	reviewed	494	Atg8-specific protease activity [GO:0019786]
P16550	APA1_YEAST	reviewed	321	ATP adenylyltransferase activity [GO:0003877]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase activity [GO:0008796]; sulfate adenylyltransferase (ADP) activity [GO:0004780]
P47113	BFA1_YEAST	reviewed	574	GDP-dissociation inhibitor activity [GO:0005092]; GTPase activator activity [GO:0005096]
P19414	ACON_YEAST	reviewed	778	4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; citrate dehydratase activity [GO:0047780]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]
P50273	ATP22_YEAST	reviewed	684	translation regulator activity [GO:0045182]
Q04413	API2_YEAST	reviewed	109	
P32463	ACPM_YEAST	reviewed	125	acyl binding [GO:0000035]; acyl carrier activity [GO:0000036]
P53314	CPD1_YEAST	reviewed	239	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity [GO:0004113]
Q04930	CRF1_YEAST	reviewed	467	transcription coregulator activity [GO:0003712]; transcription corepressor activity [GO:0003714]
P07253	CBP6_YEAST	reviewed	162	ribosome binding [GO:0043022]
Q06675	CENPO_YEAST	reviewed	368	
P43571	BST1_YEAST	reviewed	1029	phosphatidylinositol deacylase activity [GO:0050185]
P30283	CGS5_YEAST	reviewed	435	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
Q03705	CG121_YEAST	reviewed	181	
P38113	ADH5_YEAST	reviewed	351	alcohol dehydrogenase (NAD+) activity [GO:0004022]; zinc ion binding [GO:0008270]
P39101	CAJ1_YEAST	reviewed	391	
Q12433	AHC1_YEAST	reviewed	566	
P06787	CALM_YEAST	reviewed	147	calcium-dependent protein binding [GO:0048306]; calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234]; mitogen-activated protein kinase binding [GO:0051019]
P03875	AI1M_YEAST	reviewed	834	RNA-directed DNA polymerase activity [GO:0003964]
P32660	ATC5_YEAST	reviewed	1571	ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylethanolamine flippase activity [GO:0090555]
P32839	BCS1_YEAST	reviewed	456	ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]; protein transmembrane transporter activity [GO:0008320]
P87275	AIM11_YEAST	reviewed	137	
P28240	ACEA_YEAST	reviewed	557	isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]
P25651	CSM1_YEAST	reviewed	190	identical protein binding [GO:0042802]; microtubule site clamp [GO:1990644]
P38316	ATG12_YEAST	reviewed	186	enzyme activator activity [GO:0008047]; protein tag [GO:0031386]
Q08955	CSM4_YEAST	reviewed	156	
P32178	CHMU_YEAST	reviewed	256	chorismate mutase activity [GO:0004106]
Q07442	BDF2_YEAST	reviewed	638	core promoter binding [GO:0001047]; histone binding [GO:0042393]; lysine-acetylated histone binding [GO:0070577]; TFIID-class transcription factor complex binding [GO:0001094]
P40512	CSN11_YEAST	reviewed	444	
Q06410	ATG17_YEAST	reviewed	417	molecular adaptor activity [GO:0060090]; protein kinase activator activity [GO:0030295]; SNARE binding [GO:0000149]
Q00776	AP1M1_YEAST	reviewed	475	
P37898	AAP1_YEAST	reviewed	856	metalloaminopeptidase activity [GO:0070006]; peptide binding [GO:0042277]; zinc ion binding [GO:0008270]
P38147	CHK1_YEAST	reviewed	527	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P53104	ATG1_YEAST	reviewed	897	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]
P38065	AP2A_YEAST	reviewed	1025	clathrin adaptor activity [GO:0035615]
P25568	ATG22_YEAST	reviewed	528	
P27351	AP2B_YEAST	reviewed	700	clathrin binding [GO:0030276]
Q06321	ATG26_YEAST	reviewed	1198	brassicasterol glucosyltransferase activity [GO:0102203]; cholesterol alpha-glucosyltransferase activity [GO:0102205]; soladodine glucosyltransferase activity [GO:0102202]; sterol 3-beta-glucosyltransferase activity [GO:0016906]; UDP-glycosyltransferase activity [GO:0008194]
Q08347	BDS1_YEAST	reviewed	646	alkyl sulfatase activity [GO:0018741]; arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]
Q03981	CSN9_YEAST	reviewed	162	
P22516	CHL1_YEAST	reviewed	861	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]
P08004	CHS1_YEAST	reviewed	1131	chitin synthase activity [GO:0004100]
Q06485	ATG33_YEAST	reviewed	197	
P46682	AP3B_YEAST	reviewed	809	
P40344	ATG3_YEAST	reviewed	310	Atg8 ligase activity [GO:0019776]
Q12048	ATG41_YEAST	reviewed	136	
Q06032	CST9_YEAST	reviewed	482	chromatin binding [GO:0003682]; SUMO transferase activity [GO:0019789]
Q07897	CMS1_YEAST	reviewed	291	
P20486	CKS1_YEAST	reviewed	150	cyclin-dependent protein serine/threonine kinase activator activity [GO:0061575]; histone binding [GO:0042393]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]; ubiquitin binding [GO:0043130]
P47134	BIR1_YEAST	reviewed	954	metal ion binding [GO:0046872]
Q08902	AMF1_YEAST	reviewed	515	ammonium transmembrane transporter activity [GO:0008519]
P41815	BAP3_YEAST	reviewed	604	amino acid transmembrane transporter activity [GO:0015171]
P32449	AROG_YEAST	reviewed	370	3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]
P46367	ALDH4_YEAST	reviewed	519	aldehyde dehydrogenase (NAD+) activity [GO:0004029]; aldehyde dehydrogenase [NAD(P)+] activity [GO:0004030]
P25296	CANB_YEAST	reviewed	175	calcium ion binding [GO:0005509]
P40074	AVT6_YEAST	reviewed	448	amino acid transmembrane transporter activity [GO:0015171]; L-arginine transmembrane transporter activity [GO:0061459]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamate transmembrane transporter activity [GO:0005313]; L-histidine transmembrane transporter activity [GO:0005290]; L-lysine transmembrane transporter activity [GO:0015189]; L-serine transmembrane transporter activity [GO:0015194]; L-tyrosine transmembrane transporter activity [GO:0005302]
P38636	ATX1_YEAST	reviewed	73	copper chaperone activity [GO:0016531]
P35734	ASK1_YEAST	reviewed	292	
P40471	AYR1_YEAST	reviewed	297	1-acyl dihydroxyacetone phosphate reductase activity [GO:0102566]; acylglycerone-phosphate reductase activity [GO:0000140]; triglyceride lipase activity [GO:0004806]
P38845	CRP1_YEAST	reviewed	465	DNA binding [GO:0003677]; protein kinase binding [GO:0019901]
P16522	CDC23_YEAST	reviewed	626	cyclin binding [GO:0030332]; ubiquitin protein ligase activity [GO:0061630]
P32458	CDC11_YEAST	reviewed	415	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; structural constituent of cytoskeleton [GO:0005200]
P38013	AHP1_YEAST	reviewed	176	thioredoxin peroxidase activity [GO:0008379]
P53264	CLD1_YEAST	reviewed	445	carboxylic ester hydrolase activity [GO:0052689]; phospholipase A2 activity [GO:0004623]; transferase activity [GO:0016740]
P19454	CSK22_YEAST	reviewed	339	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
P38930	CSK2C_YEAST	reviewed	258	protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase inhibitor activity [GO:0030291]
Q12674	ATC8_YEAST	reviewed	1656	ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylserine flippase activity [GO:0140346]
P38929	ATC2_YEAST	reviewed	1173	ATPase-coupled cation transmembrane transporter activity [GO:0019829]; ATP binding [GO:0005524]; calcium transmembrane transporter activity, phosphorylative mechanism [GO:0005388]
Q12675	ATC4_YEAST	reviewed	1612	aminophospholipid flippase activity [GO:0015247]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphatidylserine flippase activity [GO:0140346]
P27825	CALX_YEAST	reviewed	502	calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; unfolded protein binding [GO:0051082]
P53859	CSL4_YEAST	reviewed	292	RNA binding [GO:0003723]
P40353	ATF1_YEAST	reviewed	525	acyl-CoA hydrolase activity [GO:0047617]; alcohol O-acetyltransferase activity [GO:0004026]; N-acetyltransferase activity [GO:0008080]
P35817	BDF1_YEAST	reviewed	686	chromatin binding [GO:0003682]; core promoter binding [GO:0001047]; lysine-acetylated histone binding [GO:0070577]; TFIID-class transcription factor complex binding [GO:0001094]
Q12348	CSN10_YEAST	reviewed	645	
Q03233	ADD37_YEAST	reviewed	198	
P35181	AP1S1_YEAST	reviewed	156	
P19880	AP1_YEAST	reviewed	650	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
Q07528	ATG20_YEAST	reviewed	640	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q06671	ATG23_YEAST	reviewed	453	
P38843	CHS7_YEAST	reviewed	316	unfolded protein binding [GO:0051082]
P38182	ATG8_YEAST	reviewed	117	phosphatidylethanolamine binding [GO:0008429]; protein tag [GO:0031386]
P40019	CHZ1_YEAST	reviewed	153	histone binding [GO:0042393]
Q05583	CIAO1_YEAST	reviewed	330	
Q01649	CIK1_YEAST	reviewed	594	microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
P13587	ATN1_YEAST	reviewed	1091	ATP binding [GO:0005524]; potassium transmembrane transporter activity, phosphorylative mechanism [GO:0008556]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; sodium transmembrane transporter activity, phosphorylative mechanism [GO:0008554]
P32907	ATO2_YEAST	reviewed	282	acetate transmembrane transporter activity [GO:0015123]; ammonium transmembrane transporter activity [GO:0008519]
P08679	CISY2_YEAST	reviewed	460	citrate (Si)-synthase activity [GO:0004108]; identical protein binding [GO:0042802]
A0A023PZB3	FMP49_YEAST	reviewed	126	
P49435	APT1_YEAST	reviewed	187	adenine binding [GO:0002055]; adenine phosphoribosyltransferase activity [GO:0003999]; AMP binding [GO:0016208]; metal ion binding [GO:0046872]
P38910	CH10_YEAST	reviewed	106	ATP binding [GO:0005524]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]
P43634	CHA4_YEAST	reviewed	648	DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]
P31383	2AAA_YEAST	reviewed	635	protein phosphatase regulator activity [GO:0019888]
P38934	BFR1_YEAST	reviewed	470	mRNA binding [GO:0003729]; RNA binding [GO:0003723]
Q03687	ANY1_YEAST	reviewed	405	
P43557	FMP32_YEAST	reviewed	207	
Q04924	GLU2B_YEAST	reviewed	702	
Q12015	DSC3_YEAST	reviewed	292	
P42935	ELP2_YEAST	reviewed	788	microtubule binding [GO:0008017]
P43555	EMP47_YEAST	reviewed	445	carbohydrate derivative binding [GO:0097367]; mannose binding [GO:0005537]
Q99222	AFI1_YEAST	reviewed	893	
P00812	ARGI_YEAST	reviewed	333	arginase activity [GO:0004053]; manganese ion binding [GO:0030145]; ornithine carbamoyltransferase inhibitor activity [GO:0090369]; zinc ion binding [GO:0008270]
Q12150	CSF1_YEAST	reviewed	2958	
P03876	AI2M_YEAST	reviewed	854	cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; RNA-directed DNA polymerase activity [GO:0003964]
P43639	CSK2B_YEAST	reviewed	278	protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase inhibitor activity [GO:0030291]
P39524	ATC3_YEAST	reviewed	1355	ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phosphatidylcholine flippase activity [GO:0140345]; phosphatidylethanolamine flippase activity [GO:0090555]; phosphatidylserine flippase activity [GO:0140346]
P22137	CLH_YEAST	reviewed	1653	clathrin light chain binding [GO:0032051]; structural molecule activity [GO:0005198]
P16639	ATE1_YEAST	reviewed	503	arginyltransferase activity [GO:0004057]
P37254	ADCS_YEAST	reviewed	787	4-amino-4-deoxychorismate synthase activity [GO:0046820]
P53296	ATF2_YEAST	reviewed	535	alcohol O-acetyltransferase activity [GO:0004026]; N-acetyltransferase activity [GO:0008080]
Q12031	ACEB_YEAST	reviewed	575	isocitrate lyase activity [GO:0004451]; methylisocitrate lyase activity [GO:0046421]
Q12527	ATG11_YEAST	reviewed	1178	molecular adaptor activity [GO:0060090]; protein kinase binding [GO:0019901]; SNARE binding [GO:0000149]
P40465	CSM2_YEAST	reviewed	213	
P47130	CSN12_YEAST	reviewed	423	double-stranded DNA binding [GO:0003690]; RNA binding [GO:0003723]
P12904	AAKG_YEAST	reviewed	322	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine kinase activator activity [GO:0043539]
P53855	ATG2_YEAST	reviewed	1592	phosphatidylinositol-3-phosphate binding [GO:0032266]
Q00381	AP2S_YEAST	reviewed	147	clathrin adaptor activity [GO:0035615]
P24813	AP2_YEAST	reviewed	409	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; sequence-specific DNA binding [GO:0043565]
P29366	BEM1_YEAST	reviewed	551	molecular adaptor activity [GO:0060090]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol binding [GO:0035091]; superoxide-generating NADPH oxidase activator activity [GO:0016176]
P32873	BEM3_YEAST	reviewed	1128	GTPase activator activity [GO:0005096]; phosphatidylinositol-3-phosphate binding [GO:0032266]
Q12114	CHS5_YEAST	reviewed	671	protein dimerization activity [GO:0046983]; small GTPase binding [GO:0031267]
P53744	BIO5_YEAST	reviewed	561	transmembrane transporter activity [GO:0022857]
Q06705	CSR1_YEAST	reviewed	408	phosphatidylinositol transfer activity [GO:0008526]
Q12142	ATG9_YEAST	reviewed	997	
P40442	CSS1_YEAST	reviewed	995	
P43600	CSS2_YEAST	reviewed	232	
Q08300	CSS3_YEAST	reviewed	171	
P37302	APE3_YEAST	reviewed	537	aminopeptidase activity [GO:0004177]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]
P40416	ATM1_YEAST	reviewed	690	ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]
Q12691	ATN5_YEAST	reviewed	1091	ATP binding [GO:0005524]; ion transmembrane transporter activity, phosphorylative mechanism [GO:0015662]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]; sodium transmembrane transporter activity, phosphorylative mechanism [GO:0008554]
Q06071	BL1S1_YEAST	reviewed	122	
P0CD91	AQY1_YEAST	reviewed	305	water channel activity [GO:0015250]
P36117	ALY1_YEAST	reviewed	915	ubiquitin protein ligase binding [GO:0031625]
P53943	AQR1_YEAST	reviewed	586	monocarboxylic acid transmembrane transporter activity [GO:0008028]; xenobiotic transmembrane transporter activity [GO:0042910]
Q05809	COA4_YEAST	reviewed	96	
P38772	BCD1_YEAST	reviewed	366	metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; snoRNA binding [GO:0030515]
P35497	DHSO1_YEAST	reviewed	357	D-xylulose reductase activity [GO:0046526]; L-iditol 2-dehydrogenase activity [GO:0003939]; zinc ion binding [GO:0008270]
Q02784	GLRX5_YEAST	reviewed	150	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; protein disulfide oxidoreductase activity [GO:0015035]
Q12050	ELG1_YEAST	reviewed	791	chromatin binding [GO:0003682]; DNA binding [GO:0003677]
P38213	DSF2_YEAST	reviewed	736	enzyme activator activity [GO:0008047]
P40008	FMP52_YEAST	reviewed	231	
P02992	EFTU_YEAST	reviewed	437	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]
P40507	AIR1_YEAST	reviewed	360	nucleic acid binding [GO:0003676]; polynucleotide adenylyltransferase activity [GO:0004652]; zinc ion binding [GO:0008270]
P47112	CDT1_YEAST	reviewed	604	DNA replication origin binding [GO:0003688]
P35201	CENPC_YEAST	reviewed	549	centromeric DNA binding [GO:0019237]; protein-containing complex binding [GO:0044877]
P38907	CENPN_YEAST	reviewed	458	structural molecule activity [GO:0005198]
P32798	COT1_YEAST	reviewed	439	cobalt ion transmembrane transporter activity [GO:0015087]; zinc ion transmembrane transporter activity [GO:0005385]
Q07457	BRE1_YEAST	reviewed	700	DNA replication origin binding [GO:0003688]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]
