Entry	Entry name	Status	Length	Gene ontology (molecular function)
Q8WWL7	CCNB3_HUMAN	reviewed	1395	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]
P05089	ARGI1_HUMAN	reviewed	322	arginase activity [GO:0004053]; identical protein binding [GO:0042802]; manganese ion binding [GO:0030145]
P60033	CD81_HUMAN	reviewed	236	cholesterol binding [GO:0015485]; integrin binding [GO:0005178]; MHC class II protein binding [GO:0042289]; MHC class II protein complex binding [GO:0023026]; transferrin receptor binding [GO:1990459]; virus receptor activity [GO:0001618]
P10747	CD28_HUMAN	reviewed	220	coreceptor activity [GO:0015026]; identical protein binding [GO:0042802]; protease binding [GO:0002020]; protein kinase binding [GO:0019901]; SH3/SH2 adaptor activity [GO:0005070]
P10966	CD8B_HUMAN	reviewed	210	coreceptor activity [GO:0015026]; MHC class I protein binding [GO:0042288]
P42575	CASP2_HUMAN	reviewed	452	cysteine-type endopeptidase activity [GO:0004197]; cysteine-type endopeptidase activity involved in apoptotic process [GO:0097153]; cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:0097200]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]
P23280	CAH6_HUMAN	reviewed	308	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
Q9H5V8	CDCP1_HUMAN	reviewed	836	
Q9BXL8	CDCA4_HUMAN	reviewed	241	
Q8IYS0	ASTRC_HUMAN	reviewed	662	cholesterol binding [GO:0015485]; cholesterol transfer activity [GO:0120020]
Q16790	CAH9_HUMAN	reviewed	459	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
P02511	CRYAB_HUMAN	reviewed	175	amyloid-beta binding [GO:0001540]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; microtubule binding [GO:0008017]; protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]; structural constituent of eye lens [GO:0005212]; structural molecule activity [GO:0005198]; unfolded protein binding [GO:0051082]
Q5T601	AGRF1_HUMAN	reviewed	910	G protein-coupled receptor activity [GO:0004930]
Q8NB49	AT11C_HUMAN	reviewed	1132	ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]
A6NJJ6	CS067_HUMAN	reviewed	358	
P50052	AGTR2_HUMAN	reviewed	363	angiotensin type II receptor activity [GO:0004945]; G protein-coupled receptor activity [GO:0004930]; receptor antagonist activity [GO:0048019]; transcription factor binding [GO:0008134]
Q8IZS7	CLCL1_HUMAN	reviewed	167	carbohydrate binding [GO:0030246]
P14415	AT1B2_HUMAN	reviewed	290	ATPase activator activity [GO:0001671]; ATPase binding [GO:0051117]; protein heterodimerization activity [GO:0046982]; sodium:potassium-exchanging ATPase activity [GO:0005391]
A6H8M9	CDHR4_HUMAN	reviewed	788	calcium ion binding [GO:0005509]
Q9Y5P2	CSAG2_HUMAN	reviewed	127	
Q9HBB8	CDHR5_HUMAN	reviewed	845	beta-catenin binding [GO:0008013]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]
P10092	CALCB_HUMAN	reviewed	127	calcitonin receptor binding [GO:0031716]; neuropeptide hormone activity [GO:0005184]
Q8N157	AHI1_HUMAN	reviewed	1196	identical protein binding [GO:0042802]
P98194	AT2C1_HUMAN	reviewed	919	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium transmembrane transporter activity, phosphorylative mechanism [GO:0005388]; manganese ion binding [GO:0030145]; manganese transmembrane transporter activity, phosphorylative mechanism [GO:0015410]; metal ion binding [GO:0046872]; proton-exporting ATPase activity, phosphorylative mechanism [GO:0008553]
O75508	CLD11_HUMAN	reviewed	207	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
O00512	BCL9_HUMAN	reviewed	1426	beta-catenin binding [GO:0008013]; transcription coactivator activity [GO:0003713]
Q5VTU8	AT5EL_HUMAN	reviewed	51	hydrolase activity [GO:0016787]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q9NZT1	CALL5_HUMAN	reviewed	146	calcium ion binding [GO:0005509]; enzyme regulator activity [GO:0030234]
Q9NYV4	CDK12_HUMAN	reviewed	1490	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; RNA polymerase II CTD heptapeptide repeat kinase activity [GO:0008353]
P05496	AT5G1_HUMAN	reviewed	136	lipid binding [GO:0008289]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
P07333	CSF1R_HUMAN	reviewed	972	ATP binding [GO:0005524]; cytokine binding [GO:0019955]; growth factor binding [GO:0019838]; macrophage colony-stimulating factor receptor activity [GO:0005011]; protein homodimerization activity [GO:0042803]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]
P04141	CSF2_HUMAN	reviewed	144	cytokine activity [GO:0005125]; granulocyte macrophage colony-stimulating factor receptor binding [GO:0005129]; growth factor activity [GO:0008083]
O94921	CDK14_HUMAN	reviewed	469	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]
P57739	CLD2_HUMAN	reviewed	230	identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]
Q8TF62	AT8B4_HUMAN	reviewed	1192	ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]
O95471	CLD7_HUMAN	reviewed	211	cell adhesion molecule binding [GO:0050839]; identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]; structural molecule activity [GO:0005198]
P0DMR3	AT8OS_HUMAN	reviewed	200	
A8MUL3	ADAS1_HUMAN	reviewed	147	
P35869	AHR_HUMAN	reviewed	848	cis-regulatory region binding [GO:0035326]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; Hsp90 protein binding [GO:0051879]; nuclear receptor activity [GO:0004879]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; sequence-specific double-stranded DNA binding [GO:1990837]; TBP-class protein binding [GO:0017025]; TFIID-class transcription factor complex binding [GO:0001094]; transcription coactivator binding [GO:0001223]; transcription factor binding [GO:0008134]; transcription regulatory region DNA binding [GO:0044212]
Q96QE3	ATAD5_HUMAN	reviewed	1844	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA clamp unloader activity [GO:0061860]
Q5TC04	ATAS1_HUMAN	reviewed	95	
Q00534	CDK6_HUMAN	reviewed	326	ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; FBXO family protein binding [GO:0098770]
Q8NEV1	CSK23_HUMAN	reviewed	391	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]
Q5VXU3	CHIC1_HUMAN	reviewed	224	
Q08828	ADCY1_HUMAN	reviewed	1119	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; calcium- and calmodulin-responsive adenylate cyclase activity [GO:0008294]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]
Q9UKJ5	CHIC2_HUMAN	reviewed	165	
P17544	ATF7_HUMAN	reviewed	494	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; enzyme binding [GO:0019899]; metal ion binding [GO:0046872]; mitogen-activated protein kinase binding [GO:0051019]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription factor binding [GO:0008134]
O15247	CLIC2_HUMAN	reviewed	247	chloride channel activity [GO:0005254]; glutathione peroxidase activity [GO:0004602]; voltage-gated ion channel activity [GO:0005244]
Q96NY7	CLIC6_HUMAN	reviewed	704	chloride channel activity [GO:0005254]; D2 dopamine receptor binding [GO:0031749]; D3 dopamine receptor binding [GO:0031750]; D4 dopamine receptor binding [GO:0031751]; voltage-gated ion channel activity [GO:0005244]
O60266	ADCY3_HUMAN	reviewed	1144	adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]
Q9H0Y0	ATG10_HUMAN	reviewed	220	Atg12 transferase activity [GO:0019777]
P49759	CLK1_HUMAN	reviewed	484	ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]
Q7LBR1	CHM1B_HUMAN	reviewed	199	identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]
P49761	CLK3_HUMAN	reviewed	638	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; RNA binding [GO:0003723]
Q9UQN3	CHM2B_HUMAN	reviewed	213	cadherin binding [GO:0045296]; protein domain specific binding [GO:0019904]
Q9H444	CHM4B_HUMAN	reviewed	224	cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]
P59074	CHM4P_HUMAN	reviewed	171	
Q10567	AP1B1_HUMAN	reviewed	949	clathrin binding [GO:0030276]; protein kinase binding [GO:0019901]
Q8TDN7	ACER1_HUMAN	reviewed	264	ceramidase activity [GO:0102121]; dihydroceramidase activity [GO:0071633]; metal ion binding [GO:0046872]; N-acylsphingosine amidohydrolase activity [GO:0017040]
Q5K131	CLLU1_HUMAN	reviewed	121	
Q496F6	CLM2_HUMAN	reviewed	205	
Q96PZ7	CSMD1_HUMAN	reviewed	3564	
Q96FZ7	CHMP6_HUMAN	reviewed	201	protein-containing complex binding [GO:0044877]; protein N-terminus binding [GO:0047485]
A8K4G0	CLM7_HUMAN	reviewed	201	
Q9UGJ0	AAKG2_HUMAN	reviewed	569	ADP binding [GO:0043531]; AMP-activated protein kinase activity [GO:0004679]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; cAMP-dependent protein kinase inhibitor activity [GO:0004862]; cAMP-dependent protein kinase regulator activity [GO:0008603]; phosphorylase kinase regulator activity [GO:0008607]; protein kinase activator activity [GO:0030295]; protein kinase binding [GO:0019901]
Q9UGI9	AAKG3_HUMAN	reviewed	489	AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; protein kinase binding [GO:0019901]
Q9UNE7	CHIP_HUMAN	reviewed	303	chaperone binding [GO:0051087]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; kinase binding [GO:0019900]; misfolded protein binding [GO:0051787]; protein binding, bridging [GO:0030674]; protein homodimerization activity [GO:0042803]; SMAD binding [GO:0046332]; tau protein binding [GO:0048156]; TPR domain binding [GO:0030911]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]; ubiquitin-ubiquitin ligase activity [GO:0034450]
Q13286	CLN3_HUMAN	reviewed	438	
Q9H7C9	AAMDC_HUMAN	reviewed	122	
Q02338	BDH_HUMAN	reviewed	343	3-hydroxybutyrate dehydrogenase activity [GO:0003858]
P61201	CSN2_HUMAN	reviewed	443	transcription corepressor activity [GO:0003714]
P56377	AP1S2_HUMAN	reviewed	157	
Q9UNS2	CSN3_HUMAN	reviewed	423	
P06576	ATPB_HUMAN	reviewed	529	angiostatin binding [GO:0043532]; ATP binding [GO:0005524]; MHC class I protein binding [GO:0042288]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
Q96BS2	CHP3_HUMAN	reviewed	214	calcium ion binding [GO:0005509]; magnesium ion binding [GO:0000287]; phosphatase inhibitor activity [GO:0019212]; protein homodimerization activity [GO:0042803]; protein kinase inhibitor activity [GO:0004860]
Q6P575	BGP11_HUMAN	reviewed	273	beta-glucuronidase activity [GO:0004566]; carbohydrate binding [GO:0030246]; signaling receptor binding [GO:0005102]
O96017	CHK2_HUMAN	reviewed	543	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein serine/threonine kinase activity [GO:0004674]; ubiquitin protein ligase binding [GO:0031625]
O94973	AP2A2_HUMAN	reviewed	939	clathrin adaptor activity [GO:0035615]; disordered domain specific binding [GO:0097718]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]
Q92905	CSN5_HUMAN	reviewed	334	enzyme binding [GO:0019899]; macrophage migration inhibitory factor binding [GO:0035718]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metallopeptidase activity [GO:0008237]; NEDD8-specific protease activity [GO:0019784]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; transcription coactivator activity [GO:0003713]; translation initiation factor activity [GO:0003743]
Q7L5N1	CSN6_HUMAN	reviewed	327	
Q92989	CLP1_HUMAN	reviewed	425	ATP binding [GO:0005524]; ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity [GO:0046404]; ATP-dependent polyribonucleotide 5'-hydroxyl-kinase activity [GO:0051736]; polydeoxyribonucleotide kinase activity [GO:0051733]; polynucleotide 5'-hydroxyl-kinase activity [GO:0051731]
A6H8Y1	BDP1_HUMAN	reviewed	2624	DNA binding [GO:0003677]; TFIIIC-class transcription factor complex binding [GO:0001156]
P43681	ACHA4_HUMAN	reviewed	627	acetylcholine binding [GO:0042166]; acetylcholine-gated cation-selective channel activity [GO:0022848]; acetylcholine receptor activity [GO:0015464]; ligand-gated ion channel activity [GO:0015276]
Q9NRG0	CHRC1_HUMAN	reviewed	131	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; protein heterodimerization activity [GO:0046982]
Q6VUC0	AP2E_HUMAN	reviewed	442	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]
Q9H2X0	CHRD_HUMAN	reviewed	955	cytokine binding [GO:0019955]; heparin binding [GO:0008201]; syndecan binding [GO:0045545]
P02708	ACHA_HUMAN	reviewed	482	acetylcholine binding [GO:0042166]; acetylcholine-gated cation-selective channel activity [GO:0022848]; acetylcholine receptor activity [GO:0015464]; ion channel activity [GO:0005216]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]
P17787	ACHB2_HUMAN	reviewed	502	acetylcholine binding [GO:0042166]; acetylcholine-gated cation-selective channel activity [GO:0022848]; acetylcholine receptor activity [GO:0015464]; ligand-gated ion channel activity [GO:0015276]; protein-containing complex binding [GO:0044877]
P30926	ACHB4_HUMAN	reviewed	498	acetylcholine binding [GO:0042166]; acetylcholine-gated cation-selective channel activity [GO:0022848]; acetylcholine receptor activity [GO:0015464]; ligand-gated ion channel activity [GO:0015276]; protein-containing complex binding [GO:0044877]
A8MW95	BECN2_HUMAN	reviewed	431	protein-containing complex binding [GO:0044877]
Q13367	AP3B2_HUMAN	reviewed	1082	
Q9Y2T2	AP3M1_HUMAN	reviewed	418	Rab GTPase binding [GO:0017137]
P59780	AP3S2_HUMAN	reviewed	193	
Q6ZTN6	AN13D_HUMAN	reviewed	518	ubiquitin-dependent protein binding [GO:0140036]
Q8WYN0	ATG4A_HUMAN	reviewed	398	cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]
Q6UVK1	CSPG4_HUMAN	reviewed	2322	protein kinase binding [GO:0019901]
Q96N21	AP4AT_HUMAN	reviewed	525	
Q8NHS2	AATC2_HUMAN	reviewed	421	L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; pyridoxal phosphate binding [GO:0030170]
P39687	AN32A_HUMAN	reviewed	249	histone binding [GO:0042393]; RNA binding [GO:0003723]
Q86TL0	ATG4D_HUMAN	reviewed	474	cysteine-type peptidase activity [GO:0008234]
P50583	AP4A_HUMAN	reviewed	147	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity [GO:0008803]; GTP binding [GO:0005525]
P0C6C1	AN34C_HUMAN	reviewed	535	
Q9NYM9	BET1L_HUMAN	reviewed	111	SNAP receptor activity [GO:0005484]
P54802	ANAG_HUMAN	reviewed	743	alpha-N-acetylglucosaminidase activity [GO:0004561]
Q9Y6B7	AP4B1_HUMAN	reviewed	739	clathrin binding [GO:0030276]
O00189	AP4M1_HUMAN	reviewed	453	protein domain specific binding [GO:0019904]
O15155	BET1_HUMAN	reviewed	118	SNAP receptor activity [GO:0005484]
Q6PI77	BHLH9_HUMAN	reviewed	547	protein homodimerization activity [GO:0042803]
Q9UPM8	AP4E1_HUMAN	reviewed	1137	
P55061	BI1_HUMAN	reviewed	237	endoribonuclease inhibitor activity [GO:0060698]; enzyme binding [GO:0019899]; ubiquitin protein ligase binding [GO:0031625]
Q9GZX3	CHST6_HUMAN	reviewed	395	N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]
Q7LGC8	CHST3_HUMAN	reviewed	479	chondroitin 6-sulfotransferase activity [GO:0008459]; N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]; sulfotransferase activity [GO:0008146]
O14727	APAF_HUMAN	reviewed	1248	ADP binding [GO:0043531]; ATP binding [GO:0005524]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]
Q7LFX5	CHSTF_HUMAN	reviewed	561	3'-phosphoadenosine 5'-phosphosulfate binding [GO:0050656]; N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity [GO:0050659]
P55957	BID_HUMAN	reviewed	195	death receptor binding [GO:0005123]; ubiquitin protein ligase binding [GO:0031625]
O00499	BIN1_HUMAN	reviewed	593	actin filament binding [GO:0051015]; aspartic-type endopeptidase inhibitor activity [GO:0019828]; chaperone binding [GO:0051087]; clathrin binding [GO:0030276]; identical protein binding [GO:0042802]; phospholipid binding [GO:0005543]; protease binding [GO:0002020]; RNA polymerase binding [GO:0070063]; tau protein binding [GO:0048156]
Q92870	APBB2_HUMAN	reviewed	758	amyloid-beta binding [GO:0001540]; transcription factor binding [GO:0008134]
Q5BN46	CI116_HUMAN	reviewed	136	
A6NHY6	CI118_HUMAN	reviewed	69	
B1AMM8	CI107_HUMAN	reviewed	73	
Q9Y375	CIA30_HUMAN	reviewed	327	unfolded protein binding [GO:0051082]
Q9UPN4	CP131_HUMAN	reviewed	1083	protein-containing complex binding [GO:0044877]; protein homodimerization activity [GO:0042803]
Q16570	ACKR1_HUMAN	reviewed	336	C-C chemokine binding [GO:0019957]; G protein-coupled receptor activity [GO:0004930]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]
Q66GS9	CP135_HUMAN	reviewed	1140	protein C-terminus binding [GO:0008022]
Q6UXH0	ANGL8_HUMAN	reviewed	198	hormone activity [GO:0005179]
Q9Y615	ACL7A_HUMAN	reviewed	435	structural constituent of cytoskeleton [GO:0005200]
Q16527	CSRP2_HUMAN	reviewed	193	metal ion binding [GO:0046872]
Q8TDX5	ACMSD_HUMAN	reviewed	336	aminocarboxymuconate-semialdehyde decarboxylase activity [GO:0001760]; carboxy-lyase activity [GO:0016831]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]
O75838	CIB2_HUMAN	reviewed	187	calcium ion binding [GO:0005509]; integrin binding [GO:0005178]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]
O60543	CIDEA_HUMAN	reviewed	219	protein homodimerization activity [GO:0042803]
Q96C57	CSTOS_HUMAN	reviewed	262	
Q8WYK0	ACO12_HUMAN	reviewed	555	acetyl-CoA hydrolase activity [GO:0003986]; acyl-CoA hydrolase activity [GO:0047617]; ATP binding [GO:0005524]; carboxylic ester hydrolase activity [GO:0052689]; fatty-acyl-CoA binding [GO:0000062]; lipid binding [GO:0008289]; long-chain fatty acyl-CoA binding [GO:0036042]
Q9NUD7	CT096_HUMAN	reviewed	363	
Q9BQM9	CT144_HUMAN	reviewed	153	
