Entry	Gene ontology (cellular component)
Q12406	NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; RSC-type complex [GO:0016586]; SWI/SNF complex [GO:0016514]
P31386	cytoplasm [GO:0005737]
P03965	carbamoyl-phosphate synthase complex [GO:0005951]; cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q06702	prospore membrane [GO:0005628]
P25651	chromosome, centromeric core domain [GO:0034506]; condensed nuclear chromosome kinetochore [GO:0000778]; mitotic spindle [GO:0072686]; monopolin complex [GO:0033551]; nuclear envelope [GO:0005635]; nucleolus [GO:0005730]
P38930	CURI complex [GO:0032545]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; protein kinase CK2 complex [GO:0005956]; UTP-C complex [GO:0034456]
Q12348	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
P53822	endosome [GO:0005768]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P53943	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
Q99325	cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; phagophore assembly site membrane [GO:0034045]
P38840	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P07834	nuclear matrix [GO:0016363]; nuclear SCF ubiquitin ligase complex [GO:0043224]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P19073	cell cortex [GO:0005938]; cell periphery [GO:0071944]; cell projection [GO:0042995]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytoskeleton [GO:0005856]; fungal-type vacuole membrane [GO:0000329]; incipient cellular bud site [GO:0000131]; intracellular membrane-bounded organelle [GO:0043231]; mating projection tip [GO:0043332]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; septin ring [GO:0005940]
P38147	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]
P22516	nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
Q00684	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; mitotic spindle midzone [GO:1990023]; mitotic spindle pole body [GO:0044732]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RENT complex [GO:0030869]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]
Q06156	condensed chromosome, centromeric region [GO:0000779]; nuclear condensin complex [GO:0000799]; nucleolus [GO:0005730]
Q04368	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
P33307	cytosol [GO:0005829]; nuclear envelope [GO:0005635]; protein-containing complex [GO:0032991]
P32623	anchored component of membrane [GO:0031225]; cellular bud neck septin ring [GO:0000144]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P43497	anchored component of membrane [GO:0031225]; cytosol [GO:0005829]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]
P40351	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q02336	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; SAGA-type complex [GO:0070461]; SLIK (SAGA-like) complex [GO:0046695]
P38116	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; trans-Golgi network [GO:0005802]
P0CZ17	cell wall-bounded periplasmic space [GO:0030287]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; periplasmic space [GO:0042597]
Q06596	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P40344	cytoplasm [GO:0005737]; cytoplasmic ubiquitin ligase complex [GO:0000153]; cytosol [GO:0005829]; phagophore [GO:0061908]; phagophore assembly site [GO:0000407]
P14180	cell periphery [GO:0071944]; cell septum [GO:0030428]; cellular bud neck [GO:0005935]; integral component of membrane [GO:0016021]
P40452	integral component of mitochondrial inner membrane [GO:0031305]; integral component of mitochondrial membrane [GO:0032592]; mitochondrion [GO:0005739]
P19516	integral component of membrane [GO:0016021]; mitochondrial envelope [GO:0005740]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
P49573	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q06159	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; perinuclear endoplasmic reticulum [GO:0097038]; phagophore assembly site membrane [GO:0034045]
P0CX77	cell wall-bounded periplasmic space [GO:0030287]; extracellular region [GO:0005576]; periplasmic space [GO:0042597]
P80428	Ino80 complex [GO:0031011]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]; Swr1 complex [GO:0000812]
P40518	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; extrinsic component of mitochondrial outer membrane [GO:0031315]
P40580	cytoplasm [GO:0005737]
P47113	Bfa1-Bub2 complex [GO:1990334]; cytoplasm [GO:0005737]; mitotic spindle pole body [GO:0044732]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]
P53829	CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]
P53894	cell cortex [GO:0005938]; cellular bud [GO:0005933]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]; prospore membrane [GO:0005628]
P09119	chromosome [GO:0005694]; cytoplasm [GO:0005737]; DNA replication preinitiation complex [GO:0031261]; nuclear pre-replicative complex [GO:0005656]; nucleus [GO:0005634]
P32797	CST complex [GO:1990879]; nuclear chromosome, telomeric region [GO:0000784]; nuclear telomere cap complex [GO:0000783]
Q03705	chromosome, telomeric region [GO:0000781]; EKC/KEOPS complex [GO:0000408]; nucleoplasm [GO:0005654]
Q06675	COMA complex [GO:0000817]; condensed nuclear chromosome kinetochore [GO:0000778]
P32657	mitochondrion [GO:0005739]; nuclear chromatin [GO:0000790]; nucleolar chromatin [GO:0030874]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]
P11433	Cdc24p-Far1p-Gbetagamma complex [GO:0120171]; cell division site [GO:0032153]; cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; division septum [GO:0000935]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; nucleus [GO:0005634]
Q07897	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08955	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]; nuclear chromosome, telomeric region [GO:0000784]; nuclear outer membrane [GO:0005640]
P53301	anchored component of membrane [GO:0031225]; cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; incipient cellular bud site [GO:0000131]
P13711	peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
Q02895	
P39010	early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
P36117	cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; late endosome [GO:0005770]
Q12449	cytoplasm [GO:0005737]; cytosol [GO:0005829]
P40851	cellular bud neck [GO:0005935]; mating projection tip [GO:0043332]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
P47176	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q12140	
P14905	extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]
Q12018	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; SCF ubiquitin ligase complex [GO:0019005]
P38221	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi to plasma membrane transport vesicle [GO:0070319]; integral component of membrane [GO:0016021]
P10614	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P36090	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
P38207	nucleus [GO:0005634]
P38700	clathrin adaptor complex [GO:0030131]; clathrin-coated vesicle [GO:0030136]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasmic vesicle [GO:0031410]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; trans-Golgi network [GO:0005802]
Q12142	autophagosome [GO:0005776]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; phagophore [GO:0061908]; phagophore assembly site [GO:0000407]; phagophore assembly site membrane [GO:0034045]
P47117	actin cortical patch [GO:0030479]; Arp2/3 protein complex [GO:0005885]; plasma membrane [GO:0005886]
P32504	CBF3 complex [GO:0031518]; condensed nuclear chromosome, centromeric region [GO:0000780]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole body [GO:0005816]
P33322	90S preribosome [GO:0030686]; box H/ACA snoRNP complex [GO:0031429]; chromosome, centromeric region [GO:0000775]; cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleolus [GO:0005730]
P53836	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P32582	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mitochondrion [GO:0005739]
P32562	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]
Q08032	CMG complex [GO:0071162]; DNA replication preinitiation complex [GO:0031261]; nuclear pre-replicative complex [GO:0005656]; nuclear replication fork [GO:0043596]; nucleus [GO:0005634]; replication fork protection complex [GO:0031298]
Q12262	condensed nuclear chromosome kinetochore [GO:0000778]
P40202	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q12734	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
P38287	fungal-type vacuole [GO:0000324]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]
P19454	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein kinase CK2 complex [GO:0005956]; UTP-C complex [GO:0034456]
P08679	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]
P04039	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P47081	integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
P00401	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P37898	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P10127	cytosol [GO:0005829]; mitochondrion [GO:0005739]
P43633	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38929	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
Q12386	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Ino80 complex [GO:0031011]; nucleus [GO:0005634]
P06182	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]
P00546	cellular bud neck [GO:0005935]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]
P43621	COPI-coated vesicle [GO:0030137]; COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]
P40512	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
P53195	cytosol [GO:0005829]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]; mitochondrion [GO:0005739]
P00330	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; replication compartment [GO:0046809]
Q08548	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P39721	cytoplasm [GO:0005737]
P25649	Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34233	cellular bud [GO:0005933]; nucleus [GO:0005634]; Rpd3L complex [GO:0033698]; Rpd3L-Expanded complex [GO:0070210]
P40467	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P32447	chromosome, telomeric region [GO:0000781]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleus [GO:0005634]
P38772	cytoplasm [GO:0005737]; nucleus [GO:0005634]; pre-snoRNP complex [GO:0070761]
P43573	cytoplasm [GO:0005737]
P14772	endoplasmic reticulum [GO:0005783]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q12128	cell cortex [GO:0005938]
P50077	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q12510	cytoplasm [GO:0005737]; nuclear chromatin [GO:0000790]; nuclear periphery [GO:0034399]; nucleus [GO:0005634]
P08019	fungal-type vacuole [GO:0000324]; prospore membrane [GO:0005628]
Q06598	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q12349	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]
P41697	cellular bud neck [GO:0005935]; cellular bud tip [GO:0005934]; incipient cellular bud site [GO:0000131]; mating projection tip [GO:0043332]; polarisome [GO:0000133]; prospore membrane [GO:0005628]; spindle pole body [GO:0005816]
Q08492	90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
P53630	cytoplasm [GO:0005737]
P35203	CBF3 complex [GO:0031518]; nucleus [GO:0005634]
Q06350	cytoplasm [GO:0005737]; extracellular region [GO:0005576]
P47167	condensed nuclear chromosome kinetochore [GO:0000778]
P29029	cellular bud neck [GO:0005935]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; nuclear envelope [GO:0005635]
P08004	cell periphery [GO:0071944]; cell septum [GO:0030428]; chitosome [GO:0045009]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P20437	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
P17898	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]
P32799	integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
P32074	COPI vesicle coat [GO:0030126]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
P40094	cis-Golgi network [GO:0005801]; Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q12218	anchored component of membrane [GO:0031225]; cell periphery [GO:0071944]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]
P53220	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
P53299	mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrial intermembrane space protein transporter complex [GO:0042719]; mitochondrion [GO:0005739]
Q12513	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P38238	cytoplasm [GO:0005737]
P48561	nucleolus [GO:0005730]; TRAMP complex [GO:0031499]
Q08282	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P38334	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]; TRAPP complex [GO:0030008]; TRAPPIII protein complex [GO:1990072]; TRAPPII protein complex [GO:1990071]; TRAPPI protein complex [GO:1990070]
P26370	host cell nucleus [GO:0042025]; nucleus [GO:0005634]
P38627	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; fungal-type vacuole [GO:0000324]
Q03913	integral component of membrane [GO:0016021]
Q06685	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]
P38173	integral component of membrane [GO:0016021]
P25384	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
Q8TGQ2	
P38233	integral component of membrane [GO:0016021]
A0A023PXB9	integral component of membrane [GO:0016021]
Q8TGK6	
P25575	
A0A023PXH4	integral component of membrane [GO:0016021]
Q12448	
P25606	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q12115	
P37265	integral component of membrane [GO:0016021]
Q12210	cytosol [GO:0005829]; integral component of membrane [GO:0016021]
Q12023	integral component of membrane [GO:0016021]
Q12301	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
P39566	
P89495	
A0A023PYD7	integral component of membrane [GO:0016021]
A0A023PYD9	integral component of membrane [GO:0016021]
A0A023PZC7	
A0A023PZA9	
P87288	
A0A023PZH1	integral component of membrane [GO:0016021]
Q8TGU7	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
P87271	
Q8TGK4	
A0A023PXC2	integral component of membrane [GO:0016021]
P32616	integral component of membrane [GO:0016021]
P40004	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]; integral component of Golgi membrane [GO:0030173]
P87273	integral component of membrane [GO:0016021]
Q3E834	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum membrane [GO:0005789]; integral component of Golgi membrane [GO:0030173]
P34251	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
P33324	nucleus [GO:0005634]
P46994	
Q06695	
Q02659	
P36065	
P53132	
P53144	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0CL38	integral component of membrane [GO:0016021]
A0A023PZK9	integral component of membrane [GO:0016021]
P0CX60	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
Q12273	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
Q8TGJ2	
P0C5R8	integral component of membrane [GO:0016021]
P53105	
Q02831	
P40326	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q8TGN0	
Q12322	mitochondrial large ribosomal subunit [GO:0005762]
Q3E7A5	
Q3E809	
Q08993	
P35725	Golgi apparatus [GO:0005794]
Q3E7A0	
P0C2J0	cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]
Q6B108	
Q08954	cell periphery [GO:0071944]; cytoplasm [GO:0005737]
Q07989	
P36127	
Q08995	cytoplasm [GO:0005737]
Q3E805	
P53837	
Q08756	
P40218	cell periphery [GO:0071944]
Q04336	cytoplasm [GO:0005737]
Q08736	integral component of membrane [GO:0016021]
Q08909	cytoplasm [GO:0005737]
Q06252	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P0CX72	cytoplasm [GO:0005737]; retrotransposon nucleocapsid [GO:0000943]
P32795	i-AAA complex [GO:0031942]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
O13561	integral component of membrane [GO:0016021]
P0CF20	integral component of membrane [GO:0016021]; intrinsic component of membrane [GO:0031224]; membrane [GO:0016020]
Q12225	integral component of membrane [GO:0016021]
P32939	cytosol [GO:0005829]; endomembrane system [GO:0012505]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; late endosome [GO:0005770]; lysosome [GO:0005764]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; phagocytic vesicle [GO:0045335]; vacuole-mitochondrion membrane contact site [GO:1990816]
A0A023PYG5	
P40538	integral component of membrane [GO:0016021]
P38815	endosome [GO:0005768]; endosome membrane [GO:0010008]
P38729	endosome [GO:0005768]; fungal-type vacuole [GO:0000324]; membrane [GO:0016020]
P53906	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q2V2P5	endoplasmic reticulum [GO:0005783]; integral component of endoplasmic reticulum membrane [GO:0030176]
P40083	
A0A023PZK4	
P47106	integral component of membrane [GO:0016021]
P36025	cytoplasm [GO:0005737]; nucleus [GO:0005634]; vacuole [GO:0005773]
P40152	fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; vacuolar lumen [GO:0005775]
P47151	
P47159	fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]
Q08439	
Q8TGT3	
P53240	
P53245	integral component of membrane [GO:0016021]
P47105	
P36160	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]
Q03465	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q08723	proteasome complex [GO:0000502]; proteasome regulatory particle, lid subcomplex [GO:0008541]; proteasome storage granule [GO:0034515]
P53256	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]
P38792	cytoplasmic exosome (RNase complex) [GO:0000177]; exosome (RNase complex) [GO:0000178]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]
P0CX34	cytosolic small ribosomal subunit [GO:0022627]
Q12754	90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; ribosome [GO:0005840]
P32573	peroxisomal matrix [GO:0005782]
P36048	nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; U2-type catalytic step 2 spliceosome [GO:0071007]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]
P39928	cell periphery [GO:0071944]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
P39543	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
P06783	endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]; vacuolar lumen [GO:0005775]
P38992	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P06784	cytoplasm [GO:0005737]; mating projection tip [GO:0043332]
P39073	mediator complex [GO:0016592]; nucleus [GO:0005634]
P29055	nucleus [GO:0005634]; transcription preinitiation complex [GO:0097550]
P09734	cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; kinetochore microtubule [GO:0005828]; microtubule [GO:0005874]; nuclear microtubule [GO:0005880]; spindle [GO:0005819]; tubulin complex [GO:0045298]
P32802	endosome [GO:0005768]; endosome membrane [GO:0010008]; fungal-type vacuole membrane [GO:0000329]; integral component of membrane [GO:0016021]; membrane [GO:0016020]
P46959	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]
Q12256	cell periphery [GO:0071944]; fungal-type vacuole membrane [GO:0000329]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
